cluster index	number of spectra	parent mass	precursor charge	RTMean	origin	match_quality	flag_ion_mobility	flag_high_ppm	Compound_Name	MQScore	MZErrorPPM	Adduct	npclassifier_pathway	npclassifier_class	component	ATTRIBUTE_ORGANISM:GNPSGROUP:Vibrio_1A01	ATTRIBUTE_ORGANISM:GNPSGROUP:Vibrio_6D03	ATTRIBUTE_ORGANISM:GNPSGROUP:Phaeobacter_B2R04	ATTRIBUTE_ORGANISM:GNPSGROUP:Shewanella_B2R08	ATTRIBUTE_ORGANISM:GNPSGROUP:Roseovarius_B2R09	ATTRIBUTE_ORGANISM:GNPSGROUP:Colwellia_C2M19	ATTRIBUTE_ORGANISM:GNPSGROUP:Paracoccus_C2R07	ATTRIBUTE_ORGANISM:GNPSGROUP:Salipiger_C3M06	ATTRIBUTE_ORGANISM:GNPSGROUP:Acinetobacter_D3M06	ATTRIBUTE_ORGANISM:GNPSGROUP:Arenibacter_D3M17	ATTRIBUTE_ORGANISM:GNPSGROUP:Motilimonas_G1M02
530	3	592.2710266113282	1	424.8026666666667	isolate_only	UNANNOTATED	False	False							-1	0	1	0	0	1	0	0	0	0	0	1
531	4	592.2710571289065	1	425.2115	isolate_only	UNANNOTATED	False	False							-1	0	1	0	0	1	0	0	0	0	0	2
532	6	596.3399251302084	1	440.7705	isolate_only	UNANNOTATED	False	False							18	1	1	1	0	2	0	0	0	1	0	0
533	4	596.3409118652345	1	440.4045	isolate_only	UNANNOTATED	False	False							-1	1	1	1	0	0	0	0	0	1	0	0
534	22	598.4514049183236	1	552.5913712121212	isolate_only	UNANNOTATED	False	False							3	0	0	6	0	6	0	6	4	0	0	0
535	32	602.2783546447754	1	410.166125	isolate_only	UNANNOTATED	False	False							-1	6	2	0	6	2	4	4	4	4	0	0
536	2	603.284240722656	1	607.115	isolate_only	UNANNOTATED	False	False							27	2	0	0	0	0	0	0	0	0	0	0
538	12	610.2827962239584	1	196.201	isolate_only	UNANNOTATED	False	False							-1	2	0	2	0	2	0	0	2	2	0	2
543	9	613.3390096028647	1	459.1632222222223	isolate_only	UNANNOTATED	False	False							12	0	2	0	2	0	0	1	0	2	2	0
546	11	614.4467422022967	1	865.8102727272727	isolate_only	UNANNOTATED	False	False							3	0	0	1	0	2	1	1	2	3	1	0
552	6	619.3166707356769	1	455.78899999999993	isolate_only	UNANNOTATED	False	False							26	6	0	0	0	0	0	0	0	0	0	0
553	13	621.4193796011119	1	789.2637692307692	isolate_only	UNANNOTATED	False	False							12	2	4	0	4	0	0	3	0	0	0	0
554	17	623.4476174747243	1	794.7036470588234	isolate_only	UNANNOTATED	False	False							27	2	6	0	3	0	0	6	0	0	0	0
555	12	625.5551554361981	1	17.15056944444444	isolate_only	VALID	False	False	OL (32:0)	0.722508	14.2453	M+H			47	6	6	0	0	0	0	0	0	0	0	0
556	6	626.3136494954427	1	413.6721666666666	isolate_only	UNANNOTATED	False	False							-1	0	1	1	0	0	3	0	0	0	1	0
557	10	626.3134582519531	1	415.1493	isolate_only	UNANNOTATED	False	False							50	0	1	1	0	0	3	0	2	2	1	0
558	2	636.397277832031	1	474.441	isolate_only	UNANNOTATED	False	False							135	0	0	0	0	0	0	0	0	0	2	0
559	6	641.3356933593753	1	193.87000000000003	isolate_only	UNANNOTATED	False	False							-1	0	0	2	0	0	0	2	0	2	0	0
560	2	642.47705078125	1	990.839	isolate_only	UNANNOTATED	False	False							3	0	0	0	0	0	0	2	0	0	0	0
561	2	648.306182861328	1	432.705	isolate_only	UNANNOTATED	False	False							-1	2	0	0	0	0	0	0	0	0	0	0
562	2	648.306182861328	1	432.897	isolate_only	UNANNOTATED	False	False							89	2	0	0	0	0	0	0	0	0	0	0
563	6	651.565592447917	1	17.274694444444442	isolate_only	UNANNOTATED	False	False							47	0	6	0	0	0	0	0	0	0	0	0
564	2	652.327178955078	1	403.961	isolate_only	UNANNOTATED	False	False							-1	0	0	0	2	0	0	0	0	0	0	0
566	6	654.3499145507812	1	425.5636666666666	isolate_only	UNANNOTATED	False	False							18	4	0	0	2	0	0	0	0	0	0	0
567	25	655.3390030924481	1	422.80724	isolate_only	UNANNOTATED	False	False							90	0	4	2	0	4	0	4	4	3	1	3
568	7	655.339096795945	1	424.2435714285714	isolate_only	UNANNOTATED	False	False							41	0	1	0	0	1	0	2	2	1	0	0
569	2	657.36474609375	1	461.4740000000001	isolate_only	UNANNOTATED	False	False							12	0	0	0	2	0	0	0	0	0	0	0
571	14	658.4725559779579	1	858.707285714286	isolate_only	UNANNOTATED	False	False							3	0	0	3	0	3	2	2	0	2	2	0
573	2	665.359802246094	1	437.572	isolate_only	UNANNOTATED	False	False							-1	0	1	0	0	0	0	0	0	0	1	0
574	3	665.443837483724	1	783.1306666666667	isolate_only	UNANNOTATED	False	False							12	0	1	0	2	0	0	0	0	0	0	0
575	6	667.322672526042	1	404.3128333333333	isolate_only	FLAGGED	False	True	7-benzyl-11,14,20-trimethyl-16-(2-methylpropyl)-10,13-di(propan-2-yl)-17-oxa-1,5,8,11,14-pentazabicyclo[17.3.0]docosane-2,6,9,12,15,18-hexone	0.767812	1619.2	[M-H]-	Amino acids and Peptides|Polyketides	Cyclic peptides|Depsipeptides	65	0	0	2	0	2	0	2	0	0	0	0
576	12	667.472930908203	1	788.5413333333333	isolate_only	UNANNOTATED	False	False							27	0	6	0	4	0	0	2	0	0	0	0
577	18	669.3177625868058	1	399.01822222222216	isolate_only	UNANNOTATED	False	False							65	0	0	4	0	4	4	0	2	4	0	0
578	10	671.303271484375	1	782.6687999999999	isolate_only	UNANNOTATED	False	False							27	2	4	4	0	0	0	0	0	0	0	0
579	2	673.349792480469	1	431.494	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	0	1	1	0	0
580	3	673.349833170573	1	431.281	isolate_only	UNANNOTATED	False	False							90	0	0	0	0	0	0	1	1	1	0	0
581	2	679.302876790365	1	411.3925	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	0	0	0	2	0
582	3	679.302876790365	1	412.71633333333335	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	0	0	0	3	0
583	4	680.422332763672	1	474.8995000000001	isolate_only	UNANNOTATED	False	False							135	0	2	0	0	2	0	0	0	0	0	0
586	2	683.370391845703	1	433.834	isolate_only	UNANNOTATED	False	False							41	0	0	0	0	0	0	1	1	0	0	0
587	6	693.3548380533854	1	453.3336666666667	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	2	0	2	0	0	2	0
589	30	702.4982957628039	1	853.3253	isolate_only	UNANNOTATED	False	False							3	0	3	3	0	6	4	2	4	5	3	0
590	18	702.4984797724974	1	853.5856111111111	isolate_only	UNANNOTATED	False	False							3	0	3	3	0	0	2	4	2	1	3	0
591	2	702.936279296875	1	475.5595	isolate_only	UNANNOTATED	False	False							135	0	0	0	2	0	0	0	0	0	0	0
592	56	704.5158233642579	1	775.1910357142857	isolate_only	UNANNOTATED	False	False							1	6	6	6	6	6	6	6	2	6	6	0
594	8	711.4994354248049	1	782.57375	isolate_only	UNANNOTATED	False	False							-1	0	4	0	4	0	0	0	0	0	0	0
595	3	724.3715616861979	1	412.365	isolate_only	UNANNOTATED	False	False							108	0	3	0	0	0	0	0	0	0	0	0
596	2	725.3505706787109	1	416.397	isolate_only	UNANNOTATED	False	False							108	0	1	0	1	0	0	0	0	0	0	0
597	12	736.3619435628256	1	398.3594166666666	isolate_only	UNANNOTATED	False	False							-1	3	0	3	0	1	0	4	1	0	0	0
599	12	741.572499593099	1	19.807166666666667	isolate_only	UNANNOTATED	False	False							-1	0	12	0	0	0	0	0	0	0	0	0
602	5	746.5236450195314	1	848.6767999999998	isolate_only	UNANNOTATED	False	False							3	0	0	1	0	0	1	1	2	0	0	0
603	9	746.5240139431426	1	848.7281111111112	isolate_only	UNANNOTATED	False	False							3	0	2	1	0	2	3	1	0	0	0	0
604	30	748.5430338541667	1	771.0641333333333	isolate_only	UNANNOTATED	False	False							1	6	6	0	6	2	0	6	0	4	0	0
605	7	751.3710239955356	1	257.1	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	1	3	3	0	0
606	2	751.370585123698	1	258.47450000000003	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	0	2	0	0	0
607	8	755.3552284240725	1	420.801625	isolate_only	UNANNOTATED	False	False							-1	0	2	0	0	2	0	1	1	1	1	0
608	10	755.3552795410158	1	421.2875000000001	isolate_only	UNANNOTATED	False	False							50	0	2	1	0	2	0	1	1	1	2	0
611	6	766.382486979167	1	405.3781666666667	isolate_only	UNANNOTATED	False	False							-1	3	3	0	0	0	0	0	0	0	0	0
612	3	766.382527669271	1	409.83566666666667	isolate_only	UNANNOTATED	False	False							-1	0	3	0	0	0	0	0	0	0	0	0
613	6	767.4019165039066	1	195.45416666666668	isolate_only	UNANNOTATED	False	False							-1	0	0	1	0	1	0	2	1	1	0	0
614	2	767.4014739990234	1	194.4465	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	1	0	1	0	0	0	0
615	2	773.380737304688	1	456.452	isolate_only	UNANNOTATED	False	False							26	0	2	0	0	0	0	0	0	0	0	0
616	2	773.380737304688	1	456.644	isolate_only	UNANNOTATED	False	False							26	0	2	0	0	0	0	0	0	0	0	0
620	3	785.5922241210941	1	768.7296666666665	isolate_only	VALID	False	False	Spectral Match to Deoxycholic acid from NIST14	0.841164	1.55387	2M+H	Terpenoids	Cholane steroids	-1	0	0	0	0	0	0	0	0	3	0	0
621	22	792.5694469105115	1	766.7927272727271	isolate_only	UNANNOTATED	False	False							1	4	6	0	6	0	0	6	0	0	0	0
622	2	795.408752441406	1	413.238	isolate_only	UNANNOTATED	False	False							-1	0	2	0	0	0	0	0	0	0	0	0
623	2	806.400512695313	1	416.1225	isolate_only	UNANNOTATED	False	False							34	0	0	0	2	0	0	0	0	0	0	0
624	2	806.400512695313	1	416.3145	isolate_only	UNANNOTATED	False	False							-1	0	0	0	2	0	0	0	0	0	0	0
625	2	808.416961669922	1	429.3295	isolate_only	UNANNOTATED	False	False							80	0	1	0	0	0	1	0	0	0	0	0
626	2	808.416961669922	1	429.5225	isolate_only	UNANNOTATED	False	False							-1	0	1	0	0	0	1	0	0	0	0	0
628	2	811.3920135498049	1	406.0045	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	1	0	1	0	0	0	0
630	20	828.5133972167971	1	469.0864	isolate_only	UNANNOTATED	False	False							82	0	2	2	4	2	2	4	2	0	2	0
631	2	835.44081624349	1	425.9295	isolate_only	UNANNOTATED	False	False							80	2	0	0	0	0	0	0	0	0	0	0
632	3	835.4408162434898	1	426.99533333333335	isolate_only	UNANNOTATED	False	False							60	3	0	0	0	0	0	0	0	0	0	0
633	10	836.5926879882812	1	763.1743000000001	isolate_only	UNANNOTATED	False	False							1	0	6	0	4	0	0	0	0	0	0	0
634	4	839.564025878906	1	621.20225	isolate_only	VALID	False	False	"""(4R)-4-((3R,5R,6R,9S,10R,12S,13R,14S,17R)-3,6,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""	0.88606	0.0	2M+Na	Terpenoids	Cholane steroids	-1	0	0	0	0	0	0	0	0	4	0	0
635	4	853.4497222900392	1	409.7517500000001	isolate_only	UNANNOTATED	False	False							-1	0	0	1	0	0	0	1	1	1	0	0
637	4	855.3821563720704	1	417.12074999999993	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	1	1	1	0	1	0
638	10	871.4490783691408	1	436.8969	isolate_only	UNANNOTATED	False	False							-1	0	1	2	0	2	0	1	2	1	1	0
640	10	872.5390258789064	1	469.9574	isolate_only	UNANNOTATED	False	False							82	0	2	0	2	0	2	2	2	0	0	0
641	2	879.4544372558595	1	429.664	isolate_only	UNANNOTATED	False	False							80	0	1	0	0	0	0	0	0	0	0	1
642	3	879.4585774739584	1	429.7413333333333	isolate_only	UNANNOTATED	False	False							-1	1	1	0	0	0	0	0	0	0	0	1
643	2	879.478373209635	1	404.722	isolate_only	UNANNOTATED	False	False							-1	2	0	0	0	0	0	0	0	0	0	0
644	2	881.352752685547	1	399.1155	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	1	0	0	0	0	1	0
645	7	883.4494803292412	1	429.2231428571428	isolate_only	UNANNOTATED	False	False							-1	0	0	1	0	1	0	2	1	2	0	0
646	6	891.5888061523439	1	19.79158333333333	isolate_only	UNANNOTATED	False	False							-1	0	6	0	0	0	0	0	0	0	0	0
647	10	895.3956604003906	1	416.10239999999993	isolate_only	UNANNOTATED	False	False							-1	0	0	1	0	1	1	2	1	1	3	0
648	3	895.3956909179689	1	417.3973333333333	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	1	2	0	0	0	0
651	9	906.4283289026332	1	403.4061111111111	isolate_only	UNANNOTATED	False	False							34	0	0	1	0	3	0	0	2	1	2	0
653	4	922.4231414794922	1	401.24125	isolate_only	UNANNOTATED	False	False							34	0	0	1	0	1	0	0	0	1	1	0
654	9	922.4230934425638	1	399.9391111111111	isolate_only	UNANNOTATED	False	False							34	0	0	0	0	1	0	3	2	1	2	0
656	14	931.624221801758	1	554.0586428571428	isolate_only	VALID	False	False	glycocholic acid	0.781917	1.37581	2M+H	Terpenoids	Cholane steroids	8	0	1	0	1	1	2	2	3	2	2	0
657	2	934.458618164063	1	413.271	isolate_only	UNANNOTATED	False	False							34	0	0	0	2	0	0	0	0	0	0	0
658	3	934.458618164063	1	414.0159999999999	isolate_only	UNANNOTATED	False	False							-1	0	0	0	3	0	0	0	0	0	0	0
659	8	936.4750747680664	1	427.380375	isolate_only	UNANNOTATED	False	False							60	0	2	2	0	0	0	1	0	1	2	0
660	2	936.488983154297	1	427.9325	isolate_only	UNANNOTATED	False	False							80	2	0	0	0	0	0	0	0	0	0	0
661	2	936.488983154297	1	428.125	isolate_only	UNANNOTATED	False	False							60	2	0	0	0	0	0	0	0	0	0	0
666	4	953.606079101563	1	554.3405	isolate_only	VALID	False	False	"""((R)-4-((3R,5S,7S,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoyl)glycine"""	0.86887	0.960068	2M+Na	Terpenoids	Cholane steroids	-1	0	0	0	0	0	0	0	2	0	2	0
667	2	967.480010986328	1	420.5685	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	1	0	0	0	1	0	0
668	5	991.5170471191408	1	442.6436000000001	isolate_only	UNANNOTATED	False	False							60	0	0	1	0	1	0	0	1	1	1	0
672	8	1031.588348388672	1	608.840875	isolate_only	VALID	False	False	"""2-((R)-4-((3R,5S,7S,8R,9S,10S,12R,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""	0.795633	1.41999	2M+H	Terpenoids	Cholane steroids	-1	0	1	0	0	1	2	1	1	0	2	0
673	8	1031.588348388672	1	609.033625	isolate_only	VALID	False	False	taurocholic acid	0.791732	1.41999	2M+H	Terpenoids	Cholane steroids	8	0	1	0	0	1	2	1	1	0	2	0
674	7	1064.5332815987726	1	423.2051428571429	isolate_only	UNANNOTATED	False	False							110	0	1	1	0	1	0	1	1	1	1	0
676	2	1088.5354614257817	1	426.482	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	0	1	1	0	0	0
681	11	1149.5494606711648	1	419.82809090909086	isolate_only	UNANNOTATED	False	False							174	0	0	2	0	2	0	2	2	1	2	0
685	4	1150.5362040201826	1	428.338	isolate_only	UNANNOTATED	False	False							51	0	0	0	0	0	3	0	0	0	1	0
686	5	1150.5364827473963	1	428.1936	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	3	1	0	0	1	0
688	2	1161.549377441406	1	412.4475	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	2	0	0	0	0	0
689	2	1177.580444335938	1	441.7945	isolate_only	UNANNOTATED	False	False							60	0	0	0	0	0	1	0	0	1	0	0
694	2	1279.5751953125005	1	433.095	isolate_only	UNANNOTATED	False	False							51	0	0	0	0	0	1	0	0	0	1	0
695	2	1279.5751953125005	1	433.288	isolate_only	UNANNOTATED	False	False							-1	0	0	0	0	0	1	0	0	0	1	0
