cluster index	number of spectra	parent mass	RTMean_min	Compound_Name	MQScore	MZErrorPPM	SharedPeaks	Adduct	LibraryName	npclassifier_pathway	npclassifier_class
118	5	150.059661865234	2.7321999999999997								
222	2	237.088798522949	3.543875								
683	2	1149.564208984375	6.992391666666666								
