project_id,mibig_number,link_type,ms2_filename,ms2_local_path,genome_label,genome_accession,genome_fasta_path,genome_gbk_path,fasta_error,gbk_error
c86fdc82-0d18-45d0-aa30-1f877c1cd3fc,BGC0002052,single molecule,38640_SN_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/38640_SN_72h_M8.mzXML,Streptomyces sp. ID38640,CP049782,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.gbk,,
c86fdc82-0d18-45d0-aa30-1f877c1cd3fc,BGC0002053,single molecule,38640_FE_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/38640_FE_72h_M8.mzXML,Streptomyces sp. ID38640,CP049782,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.gbk,,
c86fdc82-0d18-45d0-aa30-1f877c1cd3fc,BGC0001478,single molecule,38640_FE_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/38640_FE_72h_M8.mzXML,Streptomyces sp. ID38640,CP049782,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.gbk,,
c86fdc82-0d18-45d0-aa30-1f877c1cd3fc,BGC0001477,single molecule,38640_FE_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/38640_FE_72h_M8.mzXML,Streptomyces sp. ID38640,CP049782,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.gbk,,
c86fdc82-0d18-45d0-aa30-1f877c1cd3fc,BGC0002051,single molecule,38640_FE_24h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/38640_FE_24h_M8.mzXML,Streptomyces sp. ID38640,CP049782,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.gbk,,
cc996566-f00b-4175-95d2-e684371c5f59,BGC0001165,single molecule,3L.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/3L.mzXML,Moorea producens 3L,GCA_001942475.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001942475.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001942475.1.gbk,,
cc996566-f00b-4175-95d2-e684371c5f59,BGC0000962,single molecule,3L.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/3L.mzXML,Moorea producens 3L,GCA_001942475.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001942475.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001942475.1.gbk,,
cc996566-f00b-4175-95d2-e684371c5f59,BGC0001000,single molecule,JHB_22AUG96-1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/JHB_22AUG96-1.mzXML,Moorea producens JHB,GCA_001854205.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.gbk,,
cc996566-f00b-4175-95d2-e684371c5f59,BGC0001001,single molecule,JHB_22AUG96-1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/JHB_22AUG96-1.mzXML,Moorea producens JHB,GCA_001854205.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.gbk,,
cc996566-f00b-4175-95d2-e684371c5f59,BGC0001560,single molecule,JHB_22AUG96-1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/JHB_22AUG96-1.mzXML,Moorea producens JHB,GCA_001854205.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.gbk,,
eaebc14f-4288-44e1-971a-b29ccb8a504f,,single molecule,007_Hm125_1_01_240.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/eaebc14f-4288-44e1-971a-b29ccb8a504f/007_Hm125_1_01_240.mzXML,Kitasatospora sp. MBT66,GCA_000710405,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/eaebc14f-4288-44e1-971a-b29ccb8a504f/genes/GCA_000710405.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/eaebc14f-4288-44e1-971a-b29ccb8a504f/genes/GCA_000710405.gbk,,
f05276c1-3c19-4fc4-95ee-412817ec35bd,BGC0001055,single molecule,S_N1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/S_N1.mzXML,Ecoli_Nissle_genome,CP022686.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.gbk,,
f05276c1-3c19-4fc4-95ee-412817ec35bd,BGC0001055,single molecule,S_N1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/S_N1.mzXML,Ecoli_Nissle_genome,CP022686.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.gbk,,
f05276c1-3c19-4fc4-95ee-412817ec35bd,BGC0001055,single molecule,S_N1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/S_N1.mzXML,Ecoli_Nissle_genome,CP022686.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.gbk,,
f2f2d52e-72e5-4271-893e-97bca12d6eff,BGC0001841,single molecule,DetoxinP1-MS2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/DetoxinP1-MS2.mzXML,Amycolatopsis jejuensis NRRL B-24427,GCA_000717335.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_000717335.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_000717335.1.gbk,,
f2f2d52e-72e5-4271-893e-97bca12d6eff,BGC0001841,single molecule,DetoxinP2-MS2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/DetoxinP2-MS2.mzXML,Amycolatopsis jejuensis NRRL B-24427,GCA_000717335.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_000717335.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_000717335.1.gbk,,
f2f2d52e-72e5-4271-893e-97bca12d6eff,BGC0001841,single molecule,DetoxinP3-MS2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/DetoxinP3-MS2.mzXML,Amycolatopsis jejuensis NRRL B-24427,GCA_000717335.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_000717335.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_000717335.1.gbk,,
f2f2d52e-72e5-4271-893e-97bca12d6eff,BGC0001840,single molecule,DetoxinS1-MS2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/DetoxinS1-MS2.mzXML,Streptomyces sp. NRRL S-325,GCA_000721595.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_000721595.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_000721595.1.gbk,,
f2f2d52e-72e5-4271-893e-97bca12d6eff,,single molecule,DetoxinN1-MS2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/DetoxinN1-MS2.mzXML,Streptomyces spectabilis Dietz NRRL 2792 (ATCC 27741),GCA_007363395.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_007363395.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_007363395.1.gbk,,
f2f2d52e-72e5-4271-893e-97bca12d6eff,,single molecule,DetoxinN2-MS2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/DetoxinN2-MS2.mzXML,Streptomyces spectabilis Dietz NRRL 2792 (ATCC 27741),GCA_007363395.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_007363395.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_007363395.1.gbk,,
f2f2d52e-72e5-4271-893e-97bca12d6eff,,single molecule,DetoxinN3-MS2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/DetoxinN3-MS2.mzXML,Streptomyces spectabilis Dietz NRRL 2792 (ATCC 27741),GCA_007363395.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_007363395.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f2f2d52e-72e5-4271-893e-97bca12d6eff/genes/GCA_007363395.1.gbk,,
faafed8f-bcdc-4c56-b3b2-676e4d2ddcc6,BGC0000296,single molecule,20170919_NM6_glyc2.1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/faafed8f-bcdc-4c56-b3b2-676e4d2ddcc6/20170919_NM6_glyc2.1.mzXML,Streptomyces sp. MBT27,JAACKE000000000,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/faafed8f-bcdc-4c56-b3b2-676e4d2ddcc6/genes/JAACKE000000000.gbk,empty response (no sequence data at this accession),
ff49073b-5f8d-4153-8414-9f8f01b24585,BGC0001752,single molecule,JG_QL109_DDA_03.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/ff49073b-5f8d-4153-8414-9f8f01b24585/JG_QL109_DDA_03.mzXML,Streptomyces sp. MBT76,GCA_001445655,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/ff49073b-5f8d-4153-8414-9f8f01b24585/genes/GCA_001445655.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/ff49073b-5f8d-4153-8414-9f8f01b24585/genes/GCA_001445655.gbk,,
