podp_id,study_id,study_role,study_members,record_type,data_status,missing_files,file_genome,path_genome,status_genome,file_ms2_run,path_ms2_run,ms2_run_url,genome_label,genome_accession,genome_accession_type,biosample_accession,genome_publications,gnps_massive_id,gnps_task_id,sample_preparation_label,extraction_method_label,instrumentation_method_label,n_genomes_declared,metcalf_rankable
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/S299-3-EA.mzXML,Salinispora arenicola CNS299,2524614529,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/S299-3-Bu.mzXML,Salinispora arenicola CNS299,2524614529,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/S299-3-Me.mzXML,Salinispora arenicola CNS299,2524614529,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/Y673-3-EA.mzXML,Salinispora pacifica CNY673,2563366533,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/Y673-3-Bu.mzXML,Salinispora pacifica CNY673,2563366533,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/Y673-3-Me.mzXML,Salinispora pacifica CNY673,2563366533,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/Y281-3-EA.mzXML,Salinispora arenicola CNY281,2561511103,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/Y281-3-Bu.mzXML,Salinispora arenicola CNY281,2561511103,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/Y281-3-Me.mzXML,Salinispora arenicola CNY281,2561511103,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T003-3-EA.mzXML,Salinispora pacifica CNT003,2515154126,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T003-3-Bu.mzXML,Salinispora pacifica CNT003,2515154126,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T003-3-Me.mzXML,Salinispora pacifica CNT003,2515154126,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T569-3-EA.mzXML,Salinispora pacifica CNT569,2515154124,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T569-3-Bu.mzXML,Salinispora pacifica CNT569,2515154124,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T569-3-Me.mzXML,Salinispora pacifica CNT569,2515154124,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H643-3-EA.mzXML,Salinispora arenicola CNH643,2814122978,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H643-3-Bu.mzXML,Salinispora arenicola CNH643,2814122978,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H643-3-Me.mzXML,Salinispora arenicola CNH643,2814122978,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H962-3-EA.mzXML,Salinispora arenicola CNH962,2519103193,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H962-3-Bu.mzXML,Salinispora arenicola CNH962,2519103193,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H962-3-Me.mzXML,Salinispora arenicola CNH962,2519103193,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/R909-3-EA.mzXML,Salinispora pacifica CNR909,2561511038,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/R909-3-Bu.mzXML,Salinispora pacifica CNR909,2561511038,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/R909-3-Me.mzXML,Salinispora pacifica CNR909,2561511038,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/X481-3-EA.mzXML,Salinispora arenicola CNX481,2518285555,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/X481-3-Bu.mzXML,Salinispora arenicola CNX481,2518285555,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/X481-3-Me.mzXML,Salinispora arenicola CNX481,2518285555,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T148-3-EA.mzXML,Salinispora pacifica CNT148,2517287023,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T148-3-Bu.mzXML,Salinispora pacifica CNT148,2517287023,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T148-3-Me.mzXML,Salinispora pacifica CNT148,2517287023,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H713-3-EA.mzXML,Salinispora arenicola CNH713,2571042007,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H713-3-Bu.mzXML,Salinispora arenicola CNH713,2571042007,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H713-3-Me.mzXML,Salinispora arenicola CNH713,2571042007,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H963-3-EA.mzXML,Salinispora arenicola CNH963,2524023246,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H963-3-Bu.mzXML,Salinispora arenicola CNH963,2524023246,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/H963-3-Me.mzXML,Salinispora arenicola CNH963,2524023246,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/S863-3-EA.mzXML,Salinispora pacifica CNS863,2517572194,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/S863-3-Bu.mzXML,Salinispora pacifica CNS863,2517572194,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/S863-3-Me.mzXML,Salinispora pacifica CNS863,2517572194,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/B476-3-EA.mzXML,Salinispora tropica CNB476,2517572211,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/B476-3-Bu.mzXML,Salinispora tropica CNB476,2517572211,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/B476-3-Me.mzXML,Salinispora tropica CNB476,2517572211,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T261-3-EA.mzXML,Salinispora tropica CNT261,2524614530,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T261-3-Bu.mzXML,Salinispora tropica CNT261,2524614530,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/T261-3-Me.mzXML,Salinispora tropica CNT261,2524614530,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/R699-3-EA.mzXML,Salinispora tropica CNR699,2518645624,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/R699-3-Bu.mzXML,Salinispora tropica CNR699,2518645624,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/R699-3-Me.mzXML,Salinispora tropica CNR699,2518645624,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/Q748-3-EA.mzXML,Salinispora arenicola CNQ748,2515154180,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Ethyl acetate,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/Q748-3-Bu.mzXML,Salinispora arenicola CNQ748,2515154180,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Butanol,LC-MS,120,True
297c364c-b154-4edd-a7d5-68decf9effa2.4,297c364c-b154-4edd-a7d5-68decf9effa2.4,main,0ff7a302-49af-4130-a440-59e284d4d365.4|297c364c-b154-4edd-a7d5-68decf9effa2.4,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000078836/ccms_peak/Screening/Q748-3-Me.mzXML,Salinispora arenicola CNQ748,2515154180,JGI_Genome_ID,,24616526,MSV000078836,9360fa514804487a9d39b7e7d7e6d514,A1 solid,Methanol,LC-MS,120,True
