podp_id,study_id,study_role,study_members,record_type,data_status,missing_files,file_genome,path_genome,status_genome,file_ms2_run,path_ms2_run,ms2_run_url,genome_label,genome_accession,genome_accession_type,biosample_accession,genome_publications,gnps_massive_id,gnps_task_id,sample_preparation_label,extraction_method_label,instrumentation_method_label,n_genomes_declared,metcalf_rankable
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S144_BC1_01_40331.mzXML,ERS4356285,ERS4356285,ENA_NCBI_accession,ERS4356285,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S145_BB7_01_40430.mzXML,ERS4356286,ERS4356286,ENA_NCBI_accession,ERS4356286,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S150_RB6_01_40377.mzXML,ERS4356287,ERS4356287,ENA_NCBI_accession,ERS4356287,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S79_RA8_01_40264.mzXML,ERS4356288,ERS4356288,ENA_NCBI_accession,ERS4356288,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S148_RE5_01_40302.mzXML,ERS4356289,ERS4356289,ENA_NCBI_accession,ERS4356289,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S149_RE7_01_40304.mzXML,ERS4356290,ERS4356290,ENA_NCBI_accession,ERS4356290,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S153_BE6_01_40357.mzXML,ERS4356291,ERS4356291,ENA_NCBI_accession,ERS4356291,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S154_BD5_01_40449.mzXML,ERS4356292,ERS4356292,ENA_NCBI_accession,ERS4356292,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S151_BA1_01_40414.mzXML,ERS4356293,ERS4356293,ENA_NCBI_accession,ERS4356293,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S152_RA6_01_40470.mzXML,ERS4356294,ERS4356294,ENA_NCBI_accession,ERS4356294,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S157_BA4_01_40311.mzXML,ERS4356295,ERS4356295,ENA_NCBI_accession,ERS4356295,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S158_RE6_01_40303.mzXML,ERS4356296,ERS4356296,ENA_NCBI_accession,ERS4356296,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S155_RB6_01_40272.mzXML,ERS4356297,ERS4356297,ENA_NCBI_accession,ERS4356297,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S156_BB3_01_40426.mzXML,ERS4356298,ERS4356298,ENA_NCBI_accession,ERS4356298,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S161_BB4_01_40324.mzXML,ERS4356299,ERS4356299,ENA_NCBI_accession,ERS4356299,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S162_BB2_01_40425.mzXML,ERS4356300,ERS4356300,ENA_NCBI_accession,ERS4356300,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S159_RE8_01_40410.mzXML,ERS4356301,ERS4356301,ENA_NCBI_accession,ERS4356301,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S160_BA6_01_40419.mzXML,ERS4356302,ERS4356302,ENA_NCBI_accession,ERS4356302,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S164_RC2_01_40278.mzXML,ERS4356303,ERS4356303,ENA_NCBI_accession,ERS4356303,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S165_BE8_01_40359.mzXML,ERS4356304,ERS4356304,ENA_NCBI_accession,ERS4356304,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S163_RA2_01_40466.mzXML,ERS4356305,ERS4356305,ENA_NCBI_accession,ERS4356305,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S167_BB3_01_40323.mzXML,ERS4356306,ERS4356306,ENA_NCBI_accession,ERS4356306,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S168_RB7_01_40378.mzXML,ERS4356307,ERS4356307,ENA_NCBI_accession,ERS4356307,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S166_BB5_01_40325.mzXML,ERS4356308,ERS4356308,ENA_NCBI_accession,ERS4356308,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S170_BC5_01_40335.mzXML,ERS4356309,ERS4356309,ENA_NCBI_accession,ERS4356309,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S171_RA4_01_40468.mzXML,ERS4356310,ERS4356310,ENA_NCBI_accession,ERS4356310,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S169_RC4_01_40280.mzXML,ERS4356311,ERS4356311,ENA_NCBI_accession,ERS4356311,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S124_RC3_01_40385.mzXML,ERS4356312,ERS4356312,ENA_NCBI_accession,ERS4356312,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S125_RC6_01_40282.mzXML,ERS4356313,ERS4356313,ENA_NCBI_accession,ERS4356313,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S123_RA4_01_40365.mzXML,ERS4356314,ERS4356314,ENA_NCBI_accession,ERS4356314,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S127_RD5_01_40292.mzXML,ERS4356315,ERS4356315,ENA_NCBI_accession,ERS4356315,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S128_RE8_01_40305.mzXML,ERS4356316,ERS4356316,ENA_NCBI_accession,ERS4356316,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S126_RC5_01_40387.mzXML,ERS4356317,ERS4356317,ENA_NCBI_accession,ERS4356317,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S131_RB8_01_40274.mzXML,ERS4356319,ERS4356319,ENA_NCBI_accession,ERS4356319,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S130_BE3_01_40354.mzXML,ERS4356320,ERS4356320,ENA_NCBI_accession,ERS4356320,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S134_RE3_01_40300.mzXML,ERS4356321,ERS4356321,ENA_NCBI_accession,ERS4356321,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S135_BA2_01_40415.mzXML,ERS4356322,ERS4356322,ENA_NCBI_accession,ERS4356322,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S132_BE8_01_40462.mzXML,ERS4356323,ERS4356323,ENA_NCBI_accession,ERS4356323,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,main,acb6013a-bd1b-4216-a2a3-cf52da7b7084.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000083302/peak/mzxml/S133_RD1_01_40288.mzXML,ERS4356324,ERS4356324,ENA_NCBI_accession,ERS4356324,,MSV000083302,6379dfdb0f7d4c31b75afd14c8f36778,metagenomic_mouse_fecal,SeedGrant_Extraction,Seed Grant TOF,168,True
b11e7516-d407-4c28-987f-4f8f86a16c55.3,b11e7516-d407-4c28-987f-4f8f86a16c55.3,main,b11e7516-d407-4c28-987f-4f8f86a16c55.3,strain_pairing,complete,,GCA_002941025.gbk,/home/rosaliewang/projects/MASc-EDA/data/PoDP/ground_truth_paired_data/b11e7516-d407-4c28-987f-4f8f86a16c55.3/genomes/GCA_002941025.gbk,sequence_ok,MSV000082285__GCA_002941025__MM-WT_1-10_P1-G-2_01_35627.mzML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/ground_truth_paired_data/b11e7516-d407-4c28-987f-4f8f86a16c55.3/ms2/MSV000082285__GCA_002941025__MM-WT_1-10_P1-G-2_01_35627.mzML,ftp://massive.ucsd.edu/MSV000082285/ccms_peak/MM-WT_1-10_P1-G-2_01_35627.mzML,Streptomyces sp. QL37,GCA_002941025,GenBank_accession,SAMN08536093,10.1002/anie.201814581,MSV000082285,324c90d0d6474fe09742b32cacb74d16,MM+glycerol+mannitol,EtAc_agar,FT-IR,1,False
b14413c8-329b-47b5-9a08-cbead882187e.2,b14413c8-329b-47b5-9a08-cbead882187e.2,main,b14413c8-329b-47b5-9a08-cbead882187e.2,strain_pairing,incomplete,genome|ms2_run,,,absent,,,"ftp://massive.ucsd.edu/MSV000085027/peak/B499_MSMS_1-A,2_01_17362.mzML",wmmb499,NZ_CP044407,GenBank_accession,,,MSV000085027,,solid_agar_streptomyces_growth,solid_agar_streptomyces_extraction,lcms-profiling-solid-agar,1,False
b4ae671a-c702-4150-b5db-240a8e28aa17.1,b4ae671a-c702-4150-b5db-240a8e28aa17.1,main,b4ae671a-c702-4150-b5db-240a8e28aa17.1,strain_pairing,incomplete,genome|ms2_run,,,absent,,,ftp://massive.ucsd.edu/MSV000084989/raw/20200102_M56_EA_MSMS_Neg-r002.mgf,Streptomyces sp. M56,GCA_002812405.1,GenBank_accession,SAMN07312782,31447803,MSV000084989,471d8f87e42449f4be1654ce0a3b8182,Solid/ISP-2,Isopropanol,TOF/Neg,1,False
b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,main,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,strain_pairing,incomplete,genome|ms2_run,,,absent,,,"ftp://massive.ucsd.edu/MSV000084723/raw/chevrette_et_al_msms/CST_20151012_SID1034_1-B,5_01_4616.mzXML",SID1034,GCA_009865605,GenBank_accession,PRJNA596543,30705269,MSV000084723,927974dc1fe640d081b1467464815efa,YPM,MeOH,MS,120,True
b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,main,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,strain_pairing,incomplete,genome|ms2_run,,,absent,,,"ftp://massive.ucsd.edu/MSV000084723/raw/chevrette_et_al_msms/CST_20151012_SID1046_1-B,6_01_4618.mzXML",SID1046,GCA_009865565,GenBank_accession,PRJNA596543,30705269,MSV000084723,927974dc1fe640d081b1467464815efa,YPM,MeOH,MS,120,True
b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,main,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,strain_pairing,incomplete,genome|ms2_run,,,absent,,,"ftp://massive.ucsd.edu/MSV000084723/raw/chevrette_et_al_msms/CST_20151012_SID1328_1-B,7_01_4619.mzXML",SID1328,GCA_009865595,GenBank_accession,PRJNA596543,30705269,MSV000084723,927974dc1fe640d081b1467464815efa,YPM,MeOH,MS,120,True
b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,main,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,strain_pairing,incomplete,genome|ms2_run,,,absent,,,"ftp://massive.ucsd.edu/MSV000084723/raw/chevrette_et_al_msms/CST_20151012_SID161_1-A,5_01_4609.mzXML",SID161,GCA_009865585,GenBank_accession,PRJNA596543,30705269,MSV000084723,927974dc1fe640d081b1467464815efa,YPM,MeOH,MS,120,True
b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,main,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,strain_pairing,incomplete,genome|ms2_run,,,absent,,,"ftp://massive.ucsd.edu/MSV000084723/raw/chevrette_et_al_msms/CST_20151012_SID1_MSMS01_1-A,2_01_4598.mzXML",SID1,GCA_009865465,GenBank_accession,PRJNA596543,30705269,MSV000084723,927974dc1fe640d081b1467464815efa,YPM,MeOH,MS,120,True
b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,main,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,strain_pairing,incomplete,genome|ms2_run,,,absent,,,"ftp://massive.ucsd.edu/MSV000084723/raw/chevrette_et_al_msms/CST_20151012_SID2119_1-B,8_01_4620.mzXML",SID2119,GCA_009865505,GenBank_accession,PRJNA596543,30705269,MSV000084723,927974dc1fe640d081b1467464815efa,YPM,MeOH,MS,120,True
b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,main,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,strain_pairing,incomplete,genome|ms2_run,,,absent,,,"ftp://massive.ucsd.edu/MSV000084723/raw/chevrette_et_al_msms/CST_20151012_SID2131_1-C,1_01_4621.mzXML",SID2131,GCA_009865525,GenBank_accession,PRJNA596543,30705269,MSV000084723,927974dc1fe640d081b1467464815efa,YPM,MeOH,MS,120,True
b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,main,b78b5817-86e2-4e5e-a087-a6b0d9710fce.5,strain_pairing,incomplete,genome|ms2_run,,,absent,,,"ftp://massive.ucsd.edu/MSV000084723/raw/chevrette_et_al_msms/CST_20151012_SID2563_1-C,2_01_4622.mzXML",SID2563,GCA_009865545,GenBank_accession,PRJNA596543,30705269,MSV000084723,927974dc1fe640d081b1467464815efa,YPM,MeOH,MS,120,True
