project_id,mibig_number,link_type,study_accession,new_ms2_filename,new_ms2_local_path,genome_label,genome_accession,genome_fasta_path,genome_gbk_path,fasta_error,gbk_error,original_ms2_filename,original_ms2_local_path
79eae50e-004d-42ba-8a81-f6d620e7052a,,single molecule,MSV000085023,MSV000085023_Xanthomonas_citri_pv_mangiferaeindicae_XanMangi_XAD_crude_D0_1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/79eae50e-004d-42ba-8a81-f6d620e7052a/MSV000085023_Xanthomonas_citri_pv_mangiferaeindicae_XanMangi_XAD_crude_D0_1.mzXML,Xanthomonas citri pv. mangiferaeindicae,GCA_002240395.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/79eae50e-004d-42ba-8a81-f6d620e7052a/genes/GCA_002240395.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/79eae50e-004d-42ba-8a81-f6d620e7052a/genes/GCA_002240395.1.gbk,,,XanMangi_XAD_crude_D0_1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/79eae50e-004d-42ba-8a81-f6d620e7052a/XanMangi_XAD_crude_D0_1.mzXML
7ac37e93-a737-4746-b121-0993adccf178,BGC0000598,single molecule,MSV000078667,MSV000078667_Candidatus_Entotheonella_factor_EH_Ento_Alex_targeted.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/7ac37e93-a737-4746-b121-0993adccf178/MSV000078667_Candidatus_Entotheonella_factor_EH_Ento_Alex_targeted.mzXML,‘Candidatus Entotheonella factor’,AZHW00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/7ac37e93-a737-4746-b121-0993adccf178/genes/AZHW00000000.1.gbk,empty response (no sequence data at this accession),,EH_Ento_Alex_targeted.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/7ac37e93-a737-4746-b121-0993adccf178/EH_Ento_Alex_targeted.mzXML
7ac37e93-a737-4746-b121-0993adccf178,BGC0001105,single molecule,MSV000078667,MSV000078667_Candidatus_Entotheonella_factor_EH_Ento_Eric_130913212942.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/7ac37e93-a737-4746-b121-0993adccf178/MSV000078667_Candidatus_Entotheonella_factor_EH_Ento_Eric_130913212942.mzXML,‘Candidatus Entotheonella factor’,AZHW00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/7ac37e93-a737-4746-b121-0993adccf178/genes/AZHW00000000.1.gbk,empty response (no sequence data at this accession),,EH_Ento_Eric_130913212942.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/7ac37e93-a737-4746-b121-0993adccf178/EH_Ento_Eric_130913212942.mzXML
815c513e-8fc3-43a8-88b4-f4df1dd503f7,BGC0002055,single molecule,MSV000085141,MSV000085141_MH_79_12_MH_20140517_1MJP3_79_12.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/815c513e-8fc3-43a8-88b4-f4df1dd503f7/MSV000085141_MH_79_12_MH_20140517_1MJP3_79_12.mzXML,MH_79_12,JAAHTH010000000,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/815c513e-8fc3-43a8-88b4-f4df1dd503f7/genes/JAAHTH010000000.gbk,empty response (no sequence data at this accession),,MH_20140517_1MJP3_79_12.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/815c513e-8fc3-43a8-88b4-f4df1dd503f7/MH_20140517_1MJP3_79_12.mzXML
815c513e-8fc3-43a8-88b4-f4df1dd503f7,BGC0002057,single molecule,MSV000085141,MSV000085141_MH_79_12_MH_20140517_1MJP3_79_12.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/815c513e-8fc3-43a8-88b4-f4df1dd503f7/MSV000085141_MH_79_12_MH_20140517_1MJP3_79_12.mzXML,MH_79_12,JAAHTH010000000,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/815c513e-8fc3-43a8-88b4-f4df1dd503f7/genes/JAAHTH010000000.gbk,empty response (no sequence data at this accession),,MH_20140517_1MJP3_79_12.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/815c513e-8fc3-43a8-88b4-f4df1dd503f7/MH_20140517_1MJP3_79_12.mzXML
815c513e-8fc3-43a8-88b4-f4df1dd503f7,BGC0002056,single molecule,MSV000085141,MSV000085141_MH_79_12_MH_20140517_1MJP3_79_12.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/815c513e-8fc3-43a8-88b4-f4df1dd503f7/MSV000085141_MH_79_12_MH_20140517_1MJP3_79_12.mzXML,MH_79_12,JAAHTH010000000,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/815c513e-8fc3-43a8-88b4-f4df1dd503f7/genes/JAAHTH010000000.gbk,empty response (no sequence data at this accession),,MH_20140517_1MJP3_79_12.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/815c513e-8fc3-43a8-88b4-f4df1dd503f7/MH_20140517_1MJP3_79_12.mzXML
84b56cd3-218b-4e57-906f-a9003615ed07,BGC0001632,single molecule,MSV000084950,MSV000084950_Microcystis_aeruginosa_NIES_88_040220022.mzML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/MSV000084950_Microcystis_aeruginosa_NIES_88_040220022.mzML,Microcystis aeruginosa NIES-88,JXYX01,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/genes/JXYX01.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/genes/JXYX01.gbk,,,040220022.mzML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/040220022.mzML
84b56cd3-218b-4e57-906f-a9003615ed07,BGC0000473,single molecule,MSV000084950,MSV000084950_Microcystis_aeruginosa_NIES_298_040220002.mzML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/MSV000084950_Microcystis_aeruginosa_NIES_298_040220002.mzML,Microcystis aeruginosa NIES-298,CP046058.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/genes/CP046058.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/genes/CP046058.1.gbk,,,040220002.mzML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/040220002.mzML
84b56cd3-218b-4e57-906f-a9003615ed07,,single molecule,MSV000084950,MSV000084950_Microcystis_viridis_NIES_102_040220001.mzML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/MSV000084950_Microcystis_viridis_NIES_102_040220001.mzML,Microcystis viridis NIES-102,AP019314.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/genes/AP019314.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/genes/AP019314.1.gbk,,,040220001.mzML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/84b56cd3-218b-4e57-906f-a9003615ed07/040220001.mzML
93f8edd3-c00d-4acf-b359-879b02850b46,BGC0001800,single molecule,MSV000081318,MSV000081318_Candidatus_Entotheonella_serta_TSWJapanSponge.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/93f8edd3-c00d-4acf-b359-879b02850b46/MSV000081318_Candidatus_Entotheonella_serta_TSWJapanSponge.mzXML,Candidatus Entotheonella serta,PPXO00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/93f8edd3-c00d-4acf-b359-879b02850b46/genes/PPXO00000000.1.gbk,empty response (no sequence data at this accession),,TSWJapanSponge.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/93f8edd3-c00d-4acf-b359-879b02850b46/TSWJapanSponge.mzXML
944b1725-47e2-4f4f-8d57-40fbf9dc4282,,single molecule,MSV000084117,MSV000084117_Bacillus_subtilis_subsp_subtilis_str_168_Bsub_wt_1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/MSV000084117_Bacillus_subtilis_subsp_subtilis_str_168_Bsub_wt_1.mzXML,Bacillus subtilis subsp. subtilis str. 168,NC_000964.3,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/genes/NC_000964.3.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/genes/NC_000964.3.gbk,,,Bsub_wt_1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/Bsub_wt_1.mzXML
944b1725-47e2-4f4f-8d57-40fbf9dc4282,BGC0000433,single molecule,MSV000084117,MSV000084117_Bacillus_subtilis_subsp_subtilis_str_168_Bsub_wt_3.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/MSV000084117_Bacillus_subtilis_subsp_subtilis_str_168_Bsub_wt_3.mzXML,Bacillus subtilis subsp. subtilis str. 168,NC_000964.3,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/genes/NC_000964.3.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/genes/NC_000964.3.gbk,,,Bsub_wt_3.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/Bsub_wt_3.mzXML
944b1725-47e2-4f4f-8d57-40fbf9dc4282,BGC0000433,single molecule,MSV000084117,MSV000084117_Bacillus_subtilis_subsp_subtilis_str_168_Bsub_wt_2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/MSV000084117_Bacillus_subtilis_subsp_subtilis_str_168_Bsub_wt_2.mzXML,Bacillus subtilis subsp. subtilis str. 168,NC_000964.3,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/genes/NC_000964.3.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/genes/NC_000964.3.gbk,,,Bsub_wt_2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/Bsub_wt_2.mzXML
944b1725-47e2-4f4f-8d57-40fbf9dc4282,BGC0000433,single molecule,MSV000084117,MSV000084117_Bacillus_subtilis_subsp_subtilis_str_168_Bsub_wt_2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/MSV000084117_Bacillus_subtilis_subsp_subtilis_str_168_Bsub_wt_2.mzXML,Bacillus subtilis subsp. subtilis str. 168,NC_000964.3,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/genes/NC_000964.3.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/genes/NC_000964.3.gbk,,,Bsub_wt_2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/944b1725-47e2-4f4f-8d57-40fbf9dc4282/Bsub_wt_2.mzXML
a4837d37-1df1-4153-b365-c06841574235,,single molecule,MSV000084771,MSV000084771_Nocardia_araoensis_NBRC_100135_3_FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/MSV000084771_Nocardia_araoensis_NBRC_100135_3_FeMeOHGa.mzXML,Nocardia araoensis NBRC 100135,BAFR00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/genes/BAFR00000000.1.gbk,empty response (no sequence data at this accession),,3-FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/3-FeMeOHGa.mzXML
a4837d37-1df1-4153-b365-c06841574235,,single molecule,MSV000084771,MSV000084771_Nocardia_takedensis_NBRC_100417_29RErerun.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/MSV000084771_Nocardia_takedensis_NBRC_100417_29RErerun.mzXML,Nocardia takedensis NBRC 100417,NZ_BAGG00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/genes/NZ_BAGG00000000.1.gbk,empty response (no sequence data at this accession),,29RErerun.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/29RErerun.mzXML
a4837d37-1df1-4153-b365-c06841574235,,single molecule,MSV000084771,MSV000084771_Nocardia_jejuensis_NBRC_103114_52_FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/MSV000084771_Nocardia_jejuensis_NBRC_103114_52_FeMeOHGa.mzXML,Nocardia jejuensis NBRC 103114,NZ_BDBU00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/genes/NZ_BDBU00000000.1.gbk,empty response (no sequence data at this accession),,52-FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/52-FeMeOHGa.mzXML
a4837d37-1df1-4153-b365-c06841574235,,single molecule,MSV000084771,MSV000084771_Nocardia_fusca_NBRC_14340_55_FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/MSV000084771_Nocardia_fusca_NBRC_14340_55_FeMeOHGa.mzXML,Nocardia fusca NBRC 14340,NZ_BDCU00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/genes/NZ_BDCU00000000.1.gbk,empty response (no sequence data at this accession),,55-FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/55-FeMeOHGa.mzXML
a4837d37-1df1-4153-b365-c06841574235,,single molecule,MSV000084771,MSV000084771_Nocardia_rhamnosiphila_NBRC_108938_57_FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/MSV000084771_Nocardia_rhamnosiphila_NBRC_108938_57_FeMeOHGa.mzXML,Nocardia rhamnosiphila NBRC 108938,NZ_BDCL00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/genes/NZ_BDCL00000000.1.gbk,empty response (no sequence data at this accession),,57-FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/57-FeMeOHGa.mzXML
a4837d37-1df1-4153-b365-c06841574235,,single molecule,MSV000084771,MSV000084771_Nocardia_vermiculata_NBRC_100427_62_FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/MSV000084771_Nocardia_vermiculata_NBRC_100427_62_FeMeOHGa.mzXML,Nocardia vermiculata NBRC 100427,NZ_BDCA00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/genes/NZ_BDCA00000000.1.gbk,empty response (no sequence data at this accession),,62-FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/62-FeMeOHGa.mzXML
