project_id,mibig_number,link_type,study_accession,new_ms2_filename,new_ms2_local_path,genome_label,genome_accession,genome_fasta_path,genome_gbk_path,fasta_error,gbk_error,original_ms2_filename,original_ms2_local_path
a4837d37-1df1-4153-b365-c06841574235,,single molecule,MSV000084771,MSV000084771_Nocardia_gamkensis_NBRC_108242_70_FeMeOHGarerun.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/MSV000084771_Nocardia_gamkensis_NBRC_108242_70_FeMeOHGarerun.mzXML,Nocardia gamkensis NBRC 108242,NZ_BDBM00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/genes/NZ_BDBM00000000.1.gbk,empty response (no sequence data at this accession),,70-FeMeOHGarerun.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/70-FeMeOHGarerun.mzXML
a4837d37-1df1-4153-b365-c06841574235,,single molecule,MSV000084771,MSV000084771_Nocardia_gamkensis_NBRC_108242_70_FeMeOHGarerun.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/MSV000084771_Nocardia_gamkensis_NBRC_108242_70_FeMeOHGarerun.mzXML,Nocardia gamkensis NBRC 108242,NZ_BDBM00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/genes/NZ_BDBM00000000.1.gbk,empty response (no sequence data at this accession),,70-FeMeOHGarerun.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/70-FeMeOHGarerun.mzXML
a4837d37-1df1-4153-b365-c06841574235,,single molecule,MSV000084771,MSV000084771_Nocardia_alba_NBRC_108234_79_FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/MSV000084771_Nocardia_alba_NBRC_108234_79_FeMeOHGa.mzXML,Nocardia alba NBRC 108234,NZ_BDAX00000000.1,,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/genes/NZ_BDAX00000000.1.gbk,empty response (no sequence data at this accession),,79-FeMeOHGa.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/a4837d37-1df1-4153-b365-c06841574235/79-FeMeOHGa.mzXML
aa13b370-2bff-43aa-b0b1-5671716bdb5c,BGC0000426,single molecule,MSV000085032,MSV000085032_Paenibacillus_larvae_subsp_larvae_DSM_25430_Sevadicin_HCD.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa13b370-2bff-43aa-b0b1-5671716bdb5c/MSV000085032_Paenibacillus_larvae_subsp_larvae_DSM_25430_Sevadicin_HCD.mzXML,Paenibacillus larvae subsp. larvae DSM 25430,NC_023134.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa13b370-2bff-43aa-b0b1-5671716bdb5c/genes/NC_023134.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa13b370-2bff-43aa-b0b1-5671716bdb5c/genes/NC_023134.1.gbk,,,Sevadicin_HCD.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa13b370-2bff-43aa-b0b1-5671716bdb5c/Sevadicin_HCD.mzXML
aa886b1a-320f-4567-bf22-b45c3d24a4cc,BGC0002061,single molecule,MSV000078891,MSV000078891_N_punctiforme_PCC_73102_EH_2014_06_18_WT_colony2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/MSV000078891_N_punctiforme_PCC_73102_EH_2014_06_18_WT_colony2.mzXML,N. punctiforme PCC 73102,CP001037.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/genes/CP001037.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/genes/CP001037.1.gbk,,,EH_2014_06_18_WT_colony2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/EH_2014_06_18_WT_colony2.mzXML
aa886b1a-320f-4567-bf22-b45c3d24a4cc,,single molecule,MSV000078891,MSV000078891_N_punctiforme_PCC_73102_EH_2014_06_18_WT_colony2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/MSV000078891_N_punctiforme_PCC_73102_EH_2014_06_18_WT_colony2.mzXML,N. punctiforme PCC 73102,CP001037.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/genes/CP001037.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/genes/CP001037.1.gbk,,,EH_2014_06_18_WT_colony2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/EH_2014_06_18_WT_colony2.mzXML
aa886b1a-320f-4567-bf22-b45c3d24a4cc,,single molecule,MSV000078891,MSV000078891_N_punctiforme_PCC_73102_EH_2014_06_18_WT_colony2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/MSV000078891_N_punctiforme_PCC_73102_EH_2014_06_18_WT_colony2.mzXML,N. punctiforme PCC 73102,CP001037.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/genes/CP001037.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/genes/CP001037.1.gbk,,,EH_2014_06_18_WT_colony2.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/aa886b1a-320f-4567-bf22-b45c3d24a4cc/EH_2014_06_18_WT_colony2.mzXML
b11e7516-d407-4c28-987f-4f8f86a16c55,BGC0002016,single molecule,MSV000082285,MSV000082285_Streptomyces_sp_QL37_MM_WT_1_10_P1_G_2_01_35627.mzML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/b11e7516-d407-4c28-987f-4f8f86a16c55/MSV000082285_Streptomyces_sp_QL37_MM_WT_1_10_P1_G_2_01_35627.mzML,Streptomyces sp. QL37,GCA_002941025,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/b11e7516-d407-4c28-987f-4f8f86a16c55/genes/GCA_002941025.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/b11e7516-d407-4c28-987f-4f8f86a16c55/genes/GCA_002941025.gbk,,,MM-WT_1-10_P1-G-2_01_35627.mzML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/b11e7516-d407-4c28-987f-4f8f86a16c55/MM-WT_1-10_P1-G-2_01_35627.mzML
c66bdb4d-ddad-4684-8dc4-12cf225930c5,BGC0001792,single molecule,MSV000079519,MSV000079519_Streptomyces_albus_J1074_R5_unlab_J1074_pre.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/MSV000079519_Streptomyces_albus_J1074_R5_unlab_J1074_pre.mzXML,Streptomyces albus J1074,NC_020990.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/genes/NC_020990.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/genes/NC_020990.1.gbk,,,R5_unlab_J1074_pre.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/R5_unlab_J1074_pre.mzXML
c66bdb4d-ddad-4684-8dc4-12cf225930c5,BGC0001792,single molecule,MSV000079519,MSV000079519_Streptomyces_albus_J1074_ISP2_unlab_J1074_pre.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/MSV000079519_Streptomyces_albus_J1074_ISP2_unlab_J1074_pre.mzXML,Streptomyces albus J1074,NC_020990.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/genes/NC_020990.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/genes/NC_020990.1.gbk,,,ISP2_unlab_J1074_pre.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/ISP2_unlab_J1074_pre.mzXML
c66bdb4d-ddad-4684-8dc4-12cf225930c5,BGC0001792,GNPS molecular family,MSV000079519,MSV000079519_Streptomyces_albus_J1074_A1_unlab_J1074.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/MSV000079519_Streptomyces_albus_J1074_A1_unlab_J1074.mzXML,Streptomyces albus J1074,NC_020990.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/genes/NC_020990.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/genes/NC_020990.1.gbk,,,A1_unlab_J1074.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/A1_unlab_J1074.mzXML
c66bdb4d-ddad-4684-8dc4-12cf225930c5,BGC0001792,single molecule,MSV000079519,MSV000079519_Streptomyces_albus_J1074_R5_unlab_J1074_pre.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/MSV000079519_Streptomyces_albus_J1074_R5_unlab_J1074_pre.mzXML,Streptomyces albus J1074,NC_020990.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/genes/NC_020990.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/genes/NC_020990.1.gbk,,,R5_unlab_J1074_pre.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/R5_unlab_J1074_pre.mzXML
c66bdb4d-ddad-4684-8dc4-12cf225930c5,BGC0001792,single molecule,MSV000079519,MSV000079519_Streptomyces_albus_J1074_R5_unlab_J1074_pre.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/MSV000079519_Streptomyces_albus_J1074_R5_unlab_J1074_pre.mzXML,Streptomyces albus J1074,NC_020990.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/genes/NC_020990.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/genes/NC_020990.1.gbk,,,R5_unlab_J1074_pre.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c66bdb4d-ddad-4684-8dc4-12cf225930c5/R5_unlab_J1074_pre.mzXML
c86fdc82-0d18-45d0-aa30-1f877c1cd3fc,BGC0001476,single molecule,MSV000085026,MSV000085026_Streptomyces_sp_ID38640_38640_SN_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/MSV000085026_Streptomyces_sp_ID38640_38640_SN_72h_M8.mzXML,Streptomyces sp. ID38640,CP049782,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.gbk,,,38640_SN_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/38640_SN_72h_M8.mzXML
c86fdc82-0d18-45d0-aa30-1f877c1cd3fc,BGC0002052,single molecule,MSV000085026,MSV000085026_Streptomyces_sp_ID38640_38640_SN_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/MSV000085026_Streptomyces_sp_ID38640_38640_SN_72h_M8.mzXML,Streptomyces sp. ID38640,CP049782,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.gbk,,,38640_SN_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/38640_SN_72h_M8.mzXML
c86fdc82-0d18-45d0-aa30-1f877c1cd3fc,BGC0002053,single molecule,MSV000085026,MSV000085026_Streptomyces_sp_ID38640_38640_FE_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/MSV000085026_Streptomyces_sp_ID38640_38640_FE_72h_M8.mzXML,Streptomyces sp. ID38640,CP049782,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.gbk,,,38640_FE_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/38640_FE_72h_M8.mzXML
c86fdc82-0d18-45d0-aa30-1f877c1cd3fc,BGC0001478,single molecule,MSV000085026,MSV000085026_Streptomyces_sp_ID38640_38640_FE_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/MSV000085026_Streptomyces_sp_ID38640_38640_FE_72h_M8.mzXML,Streptomyces sp. ID38640,CP049782,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.gbk,,,38640_FE_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/38640_FE_72h_M8.mzXML
c86fdc82-0d18-45d0-aa30-1f877c1cd3fc,BGC0001477,single molecule,MSV000085026,MSV000085026_Streptomyces_sp_ID38640_38640_FE_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/MSV000085026_Streptomyces_sp_ID38640_38640_FE_72h_M8.mzXML,Streptomyces sp. ID38640,CP049782,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.gbk,,,38640_FE_72h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/38640_FE_72h_M8.mzXML
c86fdc82-0d18-45d0-aa30-1f877c1cd3fc,BGC0002051,single molecule,MSV000085026,MSV000085026_Streptomyces_sp_ID38640_38640_FE_24h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/MSV000085026_Streptomyces_sp_ID38640_38640_FE_24h_M8.mzXML,Streptomyces sp. ID38640,CP049782,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/genes/CP049782.gbk,,,38640_FE_24h_M8.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/c86fdc82-0d18-45d0-aa30-1f877c1cd3fc/38640_FE_24h_M8.mzXML
cc996566-f00b-4175-95d2-e684371c5f59,BGC0001165,single molecule,MSV000085038,MSV000085038_Moorea_producens_3L_3L.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/MSV000085038_Moorea_producens_3L_3L.mzXML,Moorea producens 3L,GCA_001942475.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001942475.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001942475.1.gbk,,,3L.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/3L.mzXML
cc996566-f00b-4175-95d2-e684371c5f59,BGC0000962,single molecule,MSV000085038,MSV000085038_Moorea_producens_3L_3L.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/MSV000085038_Moorea_producens_3L_3L.mzXML,Moorea producens 3L,GCA_001942475.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001942475.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001942475.1.gbk,,,3L.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/3L.mzXML
cc996566-f00b-4175-95d2-e684371c5f59,BGC0001000,single molecule,MSV000085038,MSV000085038_Moorea_producens_JHB_JHB_22AUG96_1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/MSV000085038_Moorea_producens_JHB_JHB_22AUG96_1.mzXML,Moorea producens JHB,GCA_001854205.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.gbk,,,JHB_22AUG96-1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/JHB_22AUG96-1.mzXML
cc996566-f00b-4175-95d2-e684371c5f59,BGC0001001,single molecule,MSV000085038,MSV000085038_Moorea_producens_JHB_JHB_22AUG96_1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/MSV000085038_Moorea_producens_JHB_JHB_22AUG96_1.mzXML,Moorea producens JHB,GCA_001854205.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.gbk,,,JHB_22AUG96-1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/JHB_22AUG96-1.mzXML
cc996566-f00b-4175-95d2-e684371c5f59,BGC0001560,single molecule,MSV000085038,MSV000085038_Moorea_producens_JHB_JHB_22AUG96_1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/MSV000085038_Moorea_producens_JHB_JHB_22AUG96_1.mzXML,Moorea producens JHB,GCA_001854205.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/genes/GCA_001854205.1.gbk,,,JHB_22AUG96-1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/cc996566-f00b-4175-95d2-e684371c5f59/JHB_22AUG96-1.mzXML
eaebc14f-4288-44e1-971a-b29ccb8a504f,,single molecule,MSV000079139,MSV000079139_Kitasatospora_sp_MBT66_007_Hm125_1_01_240.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/eaebc14f-4288-44e1-971a-b29ccb8a504f/MSV000079139_Kitasatospora_sp_MBT66_007_Hm125_1_01_240.mzXML,Kitasatospora sp. MBT66,GCA_000710405,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/eaebc14f-4288-44e1-971a-b29ccb8a504f/genes/GCA_000710405.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/eaebc14f-4288-44e1-971a-b29ccb8a504f/genes/GCA_000710405.gbk,,,007_Hm125_1_01_240.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/eaebc14f-4288-44e1-971a-b29ccb8a504f/007_Hm125_1_01_240.mzXML
f05276c1-3c19-4fc4-95ee-412817ec35bd,BGC0001055,single molecule,MSV000083387,MSV000083387_Ecoli_Nissle_genome_S_N1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/MSV000083387_Ecoli_Nissle_genome_S_N1.mzXML,Ecoli_Nissle_genome,CP022686.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.gbk,,,S_N1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/S_N1.mzXML
f05276c1-3c19-4fc4-95ee-412817ec35bd,BGC0001055,single molecule,MSV000083387,MSV000083387_Ecoli_Nissle_genome_S_N1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/MSV000083387_Ecoli_Nissle_genome_S_N1.mzXML,Ecoli_Nissle_genome,CP022686.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.gbk,,,S_N1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/S_N1.mzXML
f05276c1-3c19-4fc4-95ee-412817ec35bd,BGC0001055,single molecule,MSV000083387,MSV000083387_Ecoli_Nissle_genome_S_N1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/MSV000083387_Ecoli_Nissle_genome_S_N1.mzXML,Ecoli_Nissle_genome,CP022686.1,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.fasta,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/genes/CP022686.1.gbk,,,S_N1.mzXML,/home/rosaliewang/projects/MASc-EDA/data/PoDP/verified_bgc_ms2_downloads/f05276c1-3c19-4fc4-95ee-412817ec35bd/S_N1.mzXML
