CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
120	425	-332.255	0.000	0.7494	0.4343	1
120	432	-340.334	0.000	0.7688	0.4877	1
120	454	-366.204	0.000	0.7055	0.4024	1
120	455	-367.323	0.000	0.7586	0.5037	1
120	475	-379.345	0.000	0.7681	0.4216	1
120	482	-383.319	0.000	0.7688	0.3900	1
120	483	-384.360	0.000	0.8035	0.5511	1
120	488	-391.315	0.000	0.7147	0.3900	1
120	520	-428.386	0.000	0.7772	0.4364	1
120	523	-434.240	0.000	0.7593	0.4417	1
120	536	-452.249	0.000	0.7371	0.3653	1
120	554	-472.412	0.000	0.7613	0.4876	1
120	576	-516.438	0.000	0.7761	0.3974	1
120	578	-520.277	0.000	0.7611	0.3652	1
120	594	-560.464	0.000	0.7249	0.4454	1
121	256	-132.042	0.000	0.7273	0.4791	1
123	124	-0.986	0.000	0.9218	0.8008	1
123	125	-3.025	0.000	0.8594	0.7875	1
123	126	-3.027	0.000	0.8779	0.8602	1
123	127	-3.025	0.000	0.7908	0.7703	1
123	128	-3.027	0.000	0.8020	0.7401	1
123	129	-3.025	0.000	0.7956	0.6719	1
123	130	-3.025	0.000	0.7071	0.5596	1
124	125	-2.038	0.000	0.9385	0.8821	1
124	126	-2.041	0.000	0.9208	0.7720	1
124	127	-2.039	0.000	0.8555	0.8090	1
124	128	-2.041	0.000	0.8633	0.7039	1
124	129	-2.039	0.000	0.8279	0.6331	1
124	196	-58.101	0.000	0.7035	0.6390	1
125	126	-0.002	0.000	0.9461	0.7321	1
125	127	-0.000	0.000	0.8752	0.7513	1
125	128	-0.002	0.000	0.8758	0.6341	1
125	129	-0.000	0.000	0.8313	0.5945	1
125	130	-0.000	0.000	0.7197	0.4692	1
125	133	-3.011	0.000	0.7476	0.4934	1
125	151	-14.016	0.000	0.7092	0.4259	1
125	154	-18.011	0.000	0.7026	0.4172	1
125	196	-56.063	0.000	0.8135	0.6545	1
125	257	-131.058	0.000	0.7126	0.2848	1
125	298	-174.100	0.000	0.7238	0.4333	1
125	355	-271.152	0.000	0.7034	0.4927	1
125	494	-398.224	0.000	0.7237	0.4800	1
126	127	0.002	0.000	0.8705	0.7374	1
126	128	0.000	0.000	0.8688	0.7128	1
126	129	0.002	0.000	0.8427	0.6951	1
126	130	0.002	0.000	0.7738	0.6073	1
126	133	-3.009	0.000	0.7578	0.5894	1
126	151	-14.014	0.000	0.7356	0.5195	1
126	195	-56.024	0.000	0.7222	0.6505	1
126	196	-56.060	0.000	0.8208	0.7166	1
126	298	-174.098	0.000	0.7176	0.4966	1
126	494	-398.222	0.000	0.7115	0.3789	1
127	128	-0.002	0.000	0.9432	0.7436	1
127	129	0.000	0.000	0.7662	0.5856	1
127	130	0.000	0.000	0.8129	0.5789	1
127	132	-2.016	0.000	0.7227	0.6804	1
127	133	-3.011	0.000	0.8225	0.5692	1
127	151	-14.016	0.000	0.8229	0.5315	1
127	154	-18.010	0.000	0.7401	0.4359	1
127	173	-30.010	0.000	0.7788	0.5374	1
127	190	-40.031	0.000	0.7439	0.3954	1
127	195	-56.026	0.000	0.7067	0.6117	1
127	196	-56.062	0.000	0.8221	0.6581	1
127	199	-60.058	0.000	0.7430	0.3934	1
127	207	-71.073	0.000	0.7071	0.6011	1
127	213	-74.037	0.000	0.7688	0.3573	1
127	243	-115.062	0.000	0.7414	0.5028	1
127	292	-165.079	0.000	0.7113	0.3011	1
128	129	0.002	0.000	0.7761	0.6642	1
128	130	0.002	0.000	0.7821	0.5984	1
128	133	-3.009	0.000	0.8185	0.6214	1
128	151	-14.014	0.000	0.7813	0.5441	1
128	154	-18.009	0.000	0.7463	0.5189	1
128	173	-30.009	0.000	0.7704	0.5812	1
128	190	-40.029	0.000	0.7108	0.4326	1
128	196	-56.060	0.000	0.8076	0.6211	1
128	199	-60.056	0.000	0.7239	0.4266	1
128	207	-71.071	0.000	0.7010	0.6242	1
128	213	-74.035	0.000	0.7537	0.4068	1
128	243	-115.061	0.000	0.7270	0.5535	1
128	257	-131.056	0.000	0.7022	0.3008	1
128	292	-165.077	0.000	0.7306	0.4088	1
129	130	0.000	0.000	0.7497	0.5989	1
129	133	-3.011	0.000	0.7001	0.6038	1
129	151	-14.016	0.000	0.7032	0.5457	1
129	196	-56.062	0.000	0.7768	0.6074	1
130	132	-2.016	0.000	0.7947	0.6971	1
130	133	-3.011	0.000	0.7803	0.6972	1
130	151	-14.016	0.000	0.7722	0.6230	1
130	154	-18.011	0.000	0.7033	0.5642	1
130	173	-30.011	0.000	0.7477	0.5982	1
130	190	-40.031	0.000	0.7137	0.5508	1
130	196	-56.062	0.000	0.7106	0.5191	1
130	199	-60.058	0.000	0.7125	0.5219	1
131	132	-0.995	0.000	0.8175	0.7269	1
131	151	-12.995	0.000	0.7067	0.5978	1
131	152	-14.016	0.000	0.7943	0.6917	1
131	153	-14.016	0.000	0.7852	0.7320	1
131	157	-18.011	0.000	0.7945	0.6063	1
131	158	-18.011	0.000	0.8716	0.7089	1
131	183	-32.027	0.000	0.7454	0.7279	1
131	201	-61.053	0.000	0.7203	0.5051	1
132	135	-1.864	0.000	0.7335	0.4825	1
132	153	-13.021	0.000	0.7424	0.6034	1
132	158	-17.016	0.000	0.7256	0.7306	1
132	183	-31.032	0.000	0.7490	0.6652	1
132	201	-60.058	0.000	0.7479	0.5171	1
133	139	-2.089	0.000	0.7939	0.5639	1
133	141	-6.962	0.000	0.7670	0.5653	1
133	142	-7.994	0.000	0.7548	0.6075	1
133	151	-11.005	0.000	0.7992	0.6336	1
133	154	-15.000	0.000	0.7623	0.6014	1
133	160	-17.026	0.000	0.7891	0.5573	1
133	173	-27.000	0.000	0.7368	0.6307	1
133	190	-37.020	0.000	0.7010	0.5076	1
133	196	-53.052	0.000	0.7141	0.4313	1
133	199	-57.047	0.000	0.8056	0.5424	1
133	200	-58.005	0.000	0.7060	0.5155	1
133	207	-68.062	0.000	0.7148	0.5218	1
133	213	-71.026	0.000	0.7936	0.4466	1
133	216	-72.021	0.000	0.7404	0.5354	1
133	243	-112.052	0.000	0.7527	0.5798	1
133	257	-128.047	0.000	0.7361	0.3657	1
133	292	-162.068	0.000	0.7684	0.4058	1
133	330	-225.137	0.000	0.7239	0.4261	1
134	297	-170.174	0.000	0.7550	0.6051	1
134	299	-171.171	0.000	0.7083	0.6172	1
136	208	-67.987	0.000	0.7567	0.4125	1
136	321	-203.962	0.000	0.7328	0.3872	1
137	155	-13.979	0.000	0.7682	0.6506	1
138	160	-14.986	0.000	0.7906	0.6052	1
139	159	-14.929	0.000	0.7269	0.3776	1
139	182	-27.948	0.000	0.7320	0.4258	1
139	183	-27.948	0.000	0.7135	0.4527	1
139	300	-171.016	0.000	0.7294	0.3989	1
140	141	0.000	0.000	0.8199	0.7021	1
140	164	-17.027	0.000	0.8230	0.8033	1
140	181	-23.016	0.000	0.7950	0.7157	1
141	164	-17.027	0.000	0.7239	0.6894	1
142	143	-0.001	0.000	0.7845	0.7225	1
142	145	0.000	0.000	0.7750	0.7134	1
142	164	-15.995	0.000	0.7045	0.7623	1
142	205	-57.022	0.000	0.7914	0.5011	1
142	225	-79.042	0.000	0.7198	0.5363	1
142	236	-97.052	0.000	0.7270	0.4554	1
142	237	-97.053	0.000	0.7215	0.5037	1
142	251	-115.026	0.000	0.7042	0.5232	1
142	333	-226.094	0.000	0.7447	0.5877	1
143	144	-0.004	0.000	0.7593	0.6771	1
143	145	0.001	0.000	0.7864	0.7543	1
143	146	-0.003	0.000	0.7631	0.6882	1
143	147	-0.005	0.000	0.8668	0.8107	1
143	148	0.000	0.000	0.8728	0.7425	1
143	149	-0.003	0.000	0.8818	0.7949	1
143	164	-15.994	0.000	0.7849	0.8009	1
143	205	-57.021	0.000	0.7782	0.5144	1
144	145	0.005	0.000	0.9499	0.7583	1
144	146	0.001	0.000	0.9814	0.8777	1
144	147	-0.000	0.000	0.8719	0.8076	1
144	148	0.004	0.000	0.8525	0.7193	1
144	149	0.001	0.000	0.8592	0.7467	1
144	205	-57.017	0.000	0.7973	0.5893	1
144	251	-115.021	0.000	0.7263	0.6037	1
144	333	-226.089	0.000	0.7645	0.6280	1
145	146	-0.004	0.000	0.9577	0.7807	1
145	147	-0.005	0.000	0.8353	0.7970	1
145	148	-0.001	0.000	0.8369	0.7750	1
145	149	-0.004	0.000	0.8479	0.8179	1
145	164	-15.995	0.000	0.7069	0.7623	1
145	205	-57.022	0.000	0.8441	0.4963	1
145	236	-97.052	0.000	0.7057	0.4605	1
145	249	-113.047	0.000	0.7058	0.4750	1
145	251	-115.026	0.000	0.7725	0.5473	1
145	333	-226.094	0.000	0.8052	0.6459	1
146	147	-0.002	0.000	0.8563	0.8083	1
146	148	0.003	0.000	0.8365	0.7302	1
146	149	0.000	0.000	0.8443	0.7600	1
146	205	-57.018	0.000	0.8006	0.5582	1
146	251	-115.023	0.000	0.7305	0.5812	1
146	333	-226.091	0.000	0.7722	0.6310	1
147	148	0.005	0.000	0.9731	0.8280	1
147	149	0.002	0.000	0.9722	0.8534	1
147	164	-15.989	0.000	0.7134	0.7904	1
147	205	-57.016	0.000	0.7325	0.5473	1
148	149	-0.003	0.000	0.9860	0.8739	1
148	164	-15.994	0.000	0.7278	0.7234	1
148	205	-57.021	0.000	0.7464	0.4795	1
149	164	-15.991	0.000	0.7300	0.7472	1
149	205	-57.018	0.000	0.7579	0.5065	1
150	167	-14.015	0.000	0.8279	0.6370	1
151	154	-3.995	0.000	0.7114	0.5427	1
151	160	-6.022	0.000	0.7092	0.5175	1
151	173	-15.995	0.000	0.7324	0.6236	1
151	190	-26.015	0.000	0.7618	0.5596	1
151	195	-42.010	0.000	0.7452	0.5462	1
151	196	-42.047	0.000	0.7870	0.4447	1
151	199	-46.042	0.000	0.7840	0.5258	1
151	213	-60.021	0.000	0.7571	0.4632	1
151	216	-61.016	0.000	0.7011	0.5282	1
152	153	0.000	0.000	0.7815	0.5749	1
152	157	-3.994	0.000	0.7326	0.6290	1
152	158	-3.994	0.000	0.7033	0.6722	1
152	182	-18.010	0.000	0.9050	0.7367	1
152	183	-18.010	0.000	0.8551	0.6552	1
153	158	-3.994	0.000	0.7651	0.6615	1
153	159	-4.992	0.000	0.7070	0.3632	1
153	182	-18.010	0.000	0.7373	0.5626	1
153	183	-18.010	0.000	0.8817	0.7279	1
153	201	-47.036	0.000	0.7418	0.5229	1
154	159	-2.018	0.000	0.7683	0.4520	1
154	160	-2.027	0.000	0.8999	0.6225	1
154	184	-15.995	0.000	0.7351	0.5354	1
154	187	-16.031	0.000	0.7755	0.5477	1
154	196	-38.052	0.000	0.7582	0.4050	1
154	199	-42.047	0.000	0.7950	0.5215	1
154	213	-56.026	0.000	0.7892	0.5285	1
154	215	-56.063	0.000	0.7491	0.5037	1
154	216	-57.021	0.000	0.7032	0.5417	1
154	237	-90.047	0.000	0.7085	0.4376	1
154	243	-97.052	0.000	0.7208	0.5121	1
154	257	-113.047	0.000	0.7529	0.4047	1
154	292	-147.068	0.000	0.8234	0.5748	1
154	330	-210.137	0.000	0.7492	0.3867	1
154	353	-246.136	0.000	0.7181	0.3818	1
154	355	-253.141	0.000	0.7182	0.4042	1
155	156	-0.000	0.000	0.7693	0.6658	1
156	181	-14.016	0.000	0.7322	0.6351	1
157	158	0.000	0.000	0.8306	0.6130	1
157	182	-14.016	0.000	0.9280	0.7878	1
157	183	-14.016	0.000	0.7850	0.5776	1
158	182	-14.016	0.000	0.8115	0.6740	1
158	183	-14.016	0.000	0.8519	0.7028	1
158	201	-43.042	0.000	0.7026	0.4558	1
159	183	-13.019	0.000	0.7530	0.3851	1
159	184	-13.976	0.000	0.7229	0.3627	1
159	187	-14.013	0.000	0.8016	0.4407	1
159	201	-42.045	0.000	0.7953	0.4458	1
159	205	-47.998	0.000	0.8163	0.4618	1
159	300	-156.087	0.000	0.7162	0.3147	1
160	196	-36.025	0.000	0.7015	0.3512	1
160	199	-40.020	0.000	0.7771	0.6030	1
160	213	-53.999	0.000	0.8087	0.5382	1
160	216	-54.994	0.000	0.7166	0.5010	1
160	257	-111.020	0.000	0.7557	0.4665	1
160	292	-145.041	0.000	0.8242	0.5168	1
160	330	-208.110	0.000	0.7198	0.3359	1
160	353	-244.110	0.000	0.7111	0.3387	1
162	163	0.000	0.000	0.7388	0.6445	1
163	205	-43.003	0.000	0.7048	0.5181	1
164	203	-39.011	0.000	0.7025	0.5827	1
165	166	0.000	0.000	0.8701	0.6907	1
165	206	-41.026	0.000	0.9224	0.8264	1
165	238	-82.057	0.000	0.8176	0.7222	1
166	206	-41.027	0.000	0.7904	0.7160	1
167	169	-0.000	0.000	0.7101	0.6082	1
168	169	0.000	0.000	0.7633	0.6637	1
168	174	-2.019	0.000	0.7273	0.6668	1
170	180	-3.057	0.000	0.7023	0.3026	1
171	172	-0.000	0.000	0.7033	0.4716	1
171	195	-26.016	0.000	0.7680	0.6651	1
171	196	-26.052	0.000	0.7558	0.5933	1
171	211	-42.047	0.000	0.7385	0.6276	1
171	212	-42.051	0.000	0.7315	0.6037	1
172	173	-0.000	0.000	0.7530	0.6120	1
174	175	0.000	0.000	0.7973	0.6325	1
174	176	-0.000	0.000	0.8788	0.6856	1
174	177	0.000	0.000	0.7766	0.5865	1
174	178	-0.000	0.000	0.8608	0.6971	1
174	179	0.000	0.000	0.7817	0.5979	1
175	176	-0.000	0.000	0.8129	0.6927	1
175	177	-0.000	0.000	0.8692	0.7348	1
175	178	-0.000	0.000	0.7908	0.6434	1
175	179	0.000	0.000	0.8787	0.7573	1
176	177	0.000	0.000	0.7968	0.6822	1
176	178	0.000	0.000	0.8767	0.6892	1
176	179	0.000	0.000	0.7901	0.6549	1
177	178	-0.000	0.000	0.7723	0.6210	1
177	179	0.000	0.000	0.8871	0.7338	1
178	179	0.000	0.000	0.7631	0.6162	1
181	194	-17.027	0.000	0.8699	0.6493	1
182	183	0.000	0.000	0.8304	0.6097	1
183	201	-29.026	0.000	0.7424	0.5040	1
184	185	-0.000	0.000	0.7771	0.5462	1
184	186	-0.000	0.000	0.7170	0.4309	1
184	187	-0.037	0.000	0.7888	0.5785	1
184	188	-0.037	0.000	0.7773	0.5702	1
184	205	-34.021	0.000	0.7175	0.4768	1
184	211	-38.053	0.000	0.7806	0.5655	1
184	212	-38.056	0.000	0.7769	0.5513	1
184	226	-56.063	0.000	0.7800	0.6193	1
184	231	-71.038	0.000	0.7766	0.4786	1
184	278	-113.084	0.000	0.7537	0.4476	1
184	291	-129.043	0.000	0.7515	0.5369	1
184	318	-170.105	0.000	0.7354	0.4883	1
185	186	-0.000	0.000	0.8118	0.5667	1
185	187	-0.036	0.000	0.7158	0.5350	1
185	188	-0.036	0.000	0.8460	0.6911	1
185	211	-38.052	0.000	0.7615	0.4268	1
185	212	-38.056	0.000	0.7500	0.4019	1
185	231	-71.038	0.000	0.8386	0.6351	1
185	278	-113.084	0.000	0.7105	0.5203	1
185	291	-129.043	0.000	0.7151	0.4325	1
186	188	-0.036	0.000	0.8051	0.5947	1
186	211	-38.052	0.000	0.7245	0.3466	1
186	231	-71.037	0.000	0.8110	0.5723	1
187	188	0.000	0.000	0.8270	0.6103	1
187	205	-33.985	0.000	0.7710	0.5382	1
187	211	-38.016	0.000	0.7820	0.6149	1
187	212	-38.020	0.000	0.7823	0.6260	1
187	226	-56.026	0.000	0.8436	0.6620	1
187	231	-71.001	0.000	0.7959	0.5389	1
187	278	-113.047	0.000	0.7931	0.5109	1
187	290	-128.058	0.000	0.7179	0.4706	1
187	291	-129.006	0.000	0.7738	0.5907	1
187	318	-170.069	0.000	0.8450	0.5649	1
187	360	-241.105	0.000	0.7453	0.4130	1
187	402	-267.122	0.000	0.7357	0.4353	1
188	205	-33.985	0.000	0.7087	0.6301	1
188	211	-38.016	0.000	0.8308	0.5116	1
188	212	-38.020	0.000	0.8222	0.4959	1
188	226	-56.026	0.000	0.7632	0.5927	1
188	231	-71.001	0.000	0.8337	0.6365	1
188	278	-113.047	0.000	0.7650	0.5854	1
188	291	-129.006	0.000	0.7648	0.5437	1
190	195	-15.995	0.000	0.7474	0.5307	1
190	196	-16.031	0.000	0.7224	0.3873	1
190	213	-34.006	0.000	0.7923	0.6716	1
191	198	-15.977	0.000	0.8509	0.6357	1
191	223	-41.026	0.000	0.9203	0.7660	1
195	211	-16.032	0.000	0.7233	0.5992	1
195	212	-16.035	0.000	0.7059	0.5664	1
196	199	-3.995	0.000	0.7467	0.3513	1
196	213	-17.974	0.000	0.7791	0.4096	1
196	215	-18.011	0.000	0.7114	0.3711	1
196	225	-33.985	0.000	0.7757	0.6075	1
196	292	-109.016	0.000	0.7161	0.3766	1
196	326	-160.084	0.000	0.7217	0.4311	1
196	330	-172.085	0.000	0.7356	0.4918	1
196	353	-208.085	0.000	0.7189	0.4591	1
196	444	-300.143	0.000	0.7255	0.4576	1
199	201	-2.016	0.000	0.8411	0.6524	1
199	210	-11.963	0.000	0.7976	0.6198	1
199	213	-13.979	0.000	0.8825	0.6625	1
199	214	-13.979	0.000	0.7662	0.6693	1
199	215	-14.015	0.000	0.8406	0.5294	1
199	216	-14.974	0.000	0.7459	0.4792	1
199	237	-48.000	0.000	0.8834	0.5904	1
199	243	-55.005	0.000	0.7649	0.5045	1
199	257	-71.000	0.000	0.8165	0.5782	1
199	270	-72.979	0.000	0.7111	0.4474	1
199	292	-105.021	0.000	0.8119	0.5342	1
199	298	-114.042	0.000	0.7164	0.3691	1
199	306	-128.057	0.000	0.7390	0.3643	1
199	326	-156.088	0.000	0.7837	0.4172	1
199	330	-168.090	0.000	0.7632	0.3750	1
199	353	-204.089	0.000	0.7552	0.3414	1
200	216	-14.016	0.000	0.7362	0.5778	1
201	214	-11.963	0.000	0.7548	0.6056	1
201	218	-14.015	0.000	0.7364	0.5104	1
201	300	-114.042	0.000	0.7266	0.4372	1
205	236	-40.031	0.000	0.7291	0.5653	1
205	249	-56.026	0.000	0.7063	0.5119	1
205	251	-58.005	0.000	0.7609	0.4986	1
205	333	-169.073	0.000	0.7684	0.4936	1
206	238	-41.030	0.000	0.9165	0.7878	1
207	210	-0.947	0.000	0.7311	0.4879	1
207	225	-18.974	0.000	0.7189	0.5526	1
208	321	-135.975	0.000	0.8601	0.4401	1
208	364	-203.962	0.000	0.7856	0.3395	1
208	438	-271.949	0.000	0.7288	0.2885	1
210	213	-2.016	0.000	0.7566	0.5980	1
210	214	-2.016	0.000	0.7707	0.5509	1
210	215	-2.052	0.000	0.8251	0.5767	1
210	224	-16.032	0.000	0.8485	0.6087	1
210	236	-36.036	0.000	0.7964	0.6367	1
210	237	-36.037	0.000	0.7845	0.5606	1
210	243	-43.042	0.000	0.7353	0.5713	1
210	270	-61.016	0.000	0.7425	0.4998	1
211	212	-0.004	0.000	0.9079	0.7842	1
211	215	-2.015	0.000	0.7570	0.4408	1
211	224	-15.995	0.000	0.7473	0.4779	1
211	226	-18.010	0.000	0.8189	0.6187	1
211	231	-32.985	0.000	0.7498	0.3522	1
211	233	-33.984	0.000	0.8545	0.6603	1
211	234	-33.984	0.000	0.8094	0.6961	1
211	235	-33.988	0.000	0.8476	0.7209	1
211	249	-51.994	0.000	0.7049	0.4791	1
211	278	-75.031	0.000	0.7381	0.4108	1
211	291	-90.990	0.000	0.7653	0.5407	1
211	318	-132.053	0.000	0.7024	0.6030	1
212	215	-2.012	0.000	0.7570	0.4418	1
212	224	-15.991	0.000	0.7459	0.4725	1
212	226	-18.007	0.000	0.8166	0.6344	1
212	231	-32.982	0.000	0.7282	0.3491	1
212	233	-33.980	0.000	0.8724	0.6969	1
212	234	-33.981	0.000	0.8147	0.7231	1
212	235	-33.984	0.000	0.8630	0.7344	1
212	278	-75.028	0.000	0.7425	0.4030	1
212	291	-90.987	0.000	0.7716	0.5590	1
212	318	-132.049	0.000	0.7014	0.5995	1
213	215	-0.036	0.000	0.7554	0.4336	1
213	216	-0.995	0.000	0.7256	0.4725	1
213	224	-14.016	0.000	0.7666	0.5565	1
213	226	-16.031	0.000	0.7541	0.5116	1
213	237	-34.021	0.000	0.8643	0.5809	1
213	243	-41.026	0.000	0.7504	0.4823	1
213	249	-50.016	0.000	0.7543	0.4874	1
213	257	-57.021	0.000	0.8857	0.5965	1
213	292	-91.042	0.000	0.8797	0.5461	1
213	298	-100.063	0.000	0.7024	0.3708	1
213	306	-114.079	0.000	0.7352	0.4132	1
213	315	-128.094	0.000	0.7448	0.4142	1
213	326	-142.110	0.000	0.7245	0.3911	1
213	330	-154.111	0.000	0.8009	0.4104	1
213	347	-185.116	0.000	0.7125	0.3053	1
213	353	-190.110	0.000	0.7584	0.3749	1
213	368	-204.126	0.000	0.7152	0.3802	1
213	439	-270.095	0.000	0.7172	0.2717	1
213	443	-282.139	0.000	0.7352	0.3350	1
214	224	-14.016	0.000	0.8139	0.5608	1
215	224	-13.979	0.000	0.7789	0.5514	1
215	226	-15.995	0.000	0.7827	0.5012	1
215	237	-33.985	0.000	0.7867	0.4839	1
215	243	-40.989	0.000	0.7294	0.5284	1
215	258	-57.021	0.000	0.8091	0.6107	1
215	292	-91.006	0.000	0.7080	0.4031	1
215	315	-128.057	0.000	0.7127	0.4591	1
215	330	-154.075	0.000	0.7972	0.4592	1
216	257	-56.026	0.000	0.7962	0.4994	1
216	292	-90.047	0.000	0.7302	0.4918	1
217	230	-28.031	0.000	0.9037	0.6009	1
221	222	0.001	0.000	0.7025	0.5644	1
224	226	-2.015	0.000	0.7803	0.5569	1
224	232	-17.066	0.000	0.8016	0.6299	1
224	249	-36.000	0.000	0.7684	0.5377	1
225	233	-15.995	0.000	0.7190	0.6335	1
225	234	-15.995	0.000	0.8279	0.7110	1
225	235	-15.998	0.000	0.7453	0.6807	1
225	237	-18.011	0.000	0.7512	0.3821	1
226	249	-33.984	0.000	0.8146	0.6004	1
226	278	-57.021	0.000	0.7562	0.5166	1
226	318	-114.043	0.000	0.7278	0.5112	1
226	352	-172.054	0.000	0.7190	0.5106	1
227	251	-33.984	0.000	0.8212	0.6479	1
228	244	-16.028	0.000	0.7428	0.5243	1
229	367	-176.105	0.000	0.7300	0.2266	1
230	243	-11.865	0.000	0.7320	0.5003	1
231	278	-42.046	0.000	0.8076	0.5638	1
231	291	-58.005	0.000	0.7659	0.4046	1
233	234	-0.000	0.000	0.8366	0.7015	1
233	235	-0.004	0.000	0.8910	0.6601	1
233	236	-2.016	0.000	0.7404	0.3764	1
233	237	-2.016	0.000	0.7550	0.3844	1
233	249	-18.011	0.000	0.7767	0.4515	1
234	235	-0.003	0.000	0.8395	0.6780	1
234	236	-2.015	0.000	0.7036	0.3880	1
234	249	-18.010	0.000	0.8187	0.5009	1
234	305	-75.032	0.000	0.7504	0.4867	1
234	334	-132.054	0.000	0.7261	0.5249	1
235	236	-2.012	0.000	0.7054	0.4210	1
235	237	-2.013	0.000	0.7073	0.4057	1
235	249	-18.007	0.000	0.7507	0.5015	1
236	249	-15.995	0.000	0.8225	0.6034	1
236	333	-129.042	0.000	0.8081	0.5371	1
236	394	-186.063	0.000	0.7725	0.4563	1
237	243	-7.005	0.000	0.7184	0.4557	1
237	249	-15.994	0.000	0.7124	0.5250	1
237	257	-23.000	0.000	0.7795	0.4296	1
237	292	-57.021	0.000	0.8280	0.5972	1
237	330	-120.090	0.000	0.7275	0.4195	1
237	353	-156.089	0.000	0.7347	0.4043	1
239	240	-0.035	0.000	0.7511	0.6076	1
239	241	-0.036	0.000	0.7085	0.5909	1
239	242	-0.983	0.000	0.8587	0.6579	1
239	250	-11.030	0.000	0.8080	0.6198	1
239	254	-14.015	0.000	0.7510	0.6231	1
239	256	-15.994	0.000	0.8794	0.6749	1
240	241	-0.001	0.000	0.7728	0.6865	1
240	242	-0.948	0.000	0.7905	0.6928	1
240	254	-13.980	0.000	0.7472	0.6313	1
240	256	-15.959	0.000	0.7219	0.6267	1
241	242	-0.948	0.000	0.8362	0.6969	1
241	254	-13.979	0.000	0.7169	0.6147	1
241	256	-15.958	0.000	0.7395	0.6173	1
242	250	-10.046	0.000	0.7475	0.6185	1
242	254	-13.031	0.000	0.7424	0.5997	1
242	256	-15.011	0.000	0.7239	0.6255	1
243	257	-15.995	0.000	0.7650	0.4534	1
243	258	-16.032	0.000	0.7371	0.5843	1
243	270	-17.974	0.000	0.7739	0.5921	1
243	292	-50.016	0.000	0.7857	0.5445	1
243	298	-59.038	0.000	0.7116	0.5675	1
243	306	-73.053	0.000	0.7510	0.5804	1
243	315	-87.068	0.000	0.7009	0.5192	1
243	323	-101.011	0.000	0.7821	0.6091	1
243	330	-113.085	0.000	0.7844	0.5954	1
243	353	-149.085	0.000	0.7100	0.4887	1
243	355	-156.090	0.000	0.7112	0.4817	1
247	300	-57.021	0.000	0.7439	0.4858	1
247	359	-154.074	0.000	0.7151	0.4972	1
249	305	-57.021	0.000	0.7570	0.5505	1
250	254	-2.985	0.000	0.7562	0.5947	1
250	256	-4.964	0.000	0.7127	0.5997	1
251	333	-111.068	0.000	0.7188	0.5312	1
252	253	0.000	0.000	0.7758	0.6534	1
252	256	-1.979	0.000	0.7017	0.6663	1
254	256	-1.979	0.000	0.7190	0.5909	1
257	278	-16.031	0.000	0.7328	0.4439	1
257	292	-34.021	0.000	0.8939	0.5520	1
257	298	-43.042	0.000	0.7765	0.4272	1
257	323	-85.016	0.000	0.7029	0.3104	1
257	326	-85.088	0.000	0.7492	0.3989	1
257	330	-97.090	0.000	0.7514	0.3351	1
257	347	-128.095	0.000	0.7339	0.3218	1
257	353	-133.089	0.000	0.7810	0.3547	1
257	355	-140.094	0.000	0.7271	0.3375	1
257	382	-156.125	0.000	0.7097	0.2752	1
257	439	-213.074	0.000	0.7316	0.2737	1
257	443	-225.118	0.000	0.7951	0.3507	1
257	494	-267.166	0.000	0.7243	0.2225	1
257	566	-368.215	0.000	0.7262	0.1913	1
258	315	-71.036	0.000	0.7405	0.5192	1
258	330	-97.053	0.000	0.7759	0.5312	1
259	260	0.000	0.000	0.7727	0.4941	1
259	261	-0.000	0.000	0.8063	0.5126	1
259	262	-0.000	0.000	0.8675	0.5426	1
259	263	-0.000	0.000	0.7527	0.4653	1
259	264	-0.000	0.000	0.8062	0.4775	1
259	265	-0.000	0.000	0.7730	0.4636	1
259	266	-0.000	0.000	0.8234	0.4923	1
259	267	-0.000	0.000	0.7679	0.4878	1
259	268	-0.000	0.000	0.8306	0.4961	1
259	279	-16.067	0.000	0.8120	0.5614	1
259	281	-18.011	0.000	0.9115	0.5914	1
259	294	-42.049	0.000	0.9130	0.7244	1
259	295	-42.049	0.000	0.8510	0.5470	1
259	296	-42.049	0.000	0.7956	0.5644	1
259	297	-42.054	0.000	0.8878	0.6134	1
259	299	-43.051	0.000	0.8909	0.6819	1
259	309	-60.058	0.000	0.9221	0.6243	1
259	310	-60.058	0.000	0.8207	0.5772	1
259	316	-72.021	0.000	0.7263	0.4571	1
259	317	-72.022	0.000	0.7534	0.4751	1
260	262	-0.000	0.000	0.7128	0.4046	1
260	265	-0.000	0.000	0.7082	0.4784	1
260	268	-0.000	0.000	0.7257	0.4387	1
260	279	-16.067	0.000	0.7239	0.4936	1
260	281	-18.011	0.000	0.7493	0.4898	1
260	294	-42.049	0.000	0.7485	0.5117	1
260	295	-42.049	0.000	0.7441	0.4780	1
260	296	-42.049	0.000	0.7197	0.4736	1
260	297	-42.054	0.000	0.7512	0.4990	1
260	299	-43.051	0.000	0.7166	0.4683	1
260	309	-60.058	0.000	0.7682	0.4661	1
260	310	-60.058	0.000	0.7277	0.4807	1
261	262	-0.000	0.000	0.7892	0.5109	1
261	264	-0.000	0.000	0.7427	0.4656	1
261	265	-0.000	0.000	0.7315	0.5085	1
261	266	-0.000	0.000	0.7394	0.4425	1
