CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
357	398	-24.007	0.000	0.7700	0.7702	1
357	407	-39.996	0.000	0.8537	0.6522	1
357	408	-39.996	0.000	0.7997	0.6347	1
357	417	-53.957	0.000	0.7717	0.7157	1
357	418	-53.957	0.000	0.8092	0.6938	1
357	436	-71.967	0.000	0.7566	0.7786	1
357	437	-71.967	0.000	0.8401	0.8328	1
357	441	-73.982	0.000	0.7934	0.6819	1
357	442	-73.983	0.000	0.7071	0.7334	1
357	451	-89.978	0.000	0.7053	0.7562	1
357	452	-89.978	0.000	0.8044	0.7376	1
357	453	-89.978	0.000	0.7308	0.7239	1
357	480	-107.004	0.000	0.8034	0.7957	1
358	360	-2.999	0.000	0.7622	0.6597	1
358	376	-13.014	0.000	0.7387	0.6709	1
358	377	-13.020	0.000	0.7146	0.6898	1
358	382	-15.035	0.000	0.7670	0.6398	1
358	388	-18.994	0.000	0.7409	0.5040	1
358	401	-26.489	0.000	0.7160	0.6498	1
358	402	-29.015	0.000	0.7814	0.6372	1
358	403	-31.031	0.000	0.7341	0.7009	1
358	406	-33.011	0.000	0.7807	0.5330	1
358	413	-45.046	0.000	0.7650	0.6925	1
358	428	-61.011	0.000	0.7449	0.6488	1
358	444	-84.057	0.000	0.7096	0.6975	1
358	447	-85.041	0.000	0.7701	0.5771	1
358	449	-86.036	0.000	0.7358	0.6970	1
358	458	-94.996	0.000	0.7767	0.6433	1
358	469	-100.052	0.000	0.7308	0.6464	1
358	473	-102.031	0.000	0.7017	0.6886	1
358	477	-104.047	0.000	0.7693	0.6913	1
358	487	-112.060	0.000	0.7144	0.6079	1
358	491	-116.009	0.000	0.7430	0.5195	1
358	493	-126.060	0.000	0.7246	0.5483	1
358	499	-134.532	0.000	0.7484	0.6469	1
358	504	-142.062	0.000	0.7651	0.6744	1
358	517	-146.065	0.000	0.7211	0.6873	1
358	521	-157.073	0.000	0.7904	0.6449	1
358	525	-158.058	0.000	0.7251	0.6628	1
358	527	-159.089	0.000	0.7444	0.6227	1
358	531	-165.042	0.000	0.7030	0.6092	1
358	532	-169.109	0.000	0.7153	0.6777	1
358	535	-175.047	0.000	0.7196	0.6399	1
358	540	-185.104	0.000	0.7519	0.7036	1
358	547	-188.079	0.000	0.7732	0.6133	1
358	557	-199.083	0.000	0.7324	0.6664	1
358	562	-221.077	0.000	0.7258	0.5356	1
358	567	-228.110	0.000	0.7470	0.6138	1
359	366	-3.000	0.000	0.7337	0.5972	1
359	497	-129.042	0.000	0.8328	0.6892	1
359	542	-184.092	0.000	0.7159	0.5823	1
359	544	-186.100	0.000	0.7024	0.5608	1
360	388	-15.995	0.000	0.8380	0.5845	1
360	402	-26.016	0.000	0.7971	0.6521	1
360	406	-30.012	0.000	0.7631	0.5432	1
360	428	-58.012	0.000	0.9243	0.7219	1
360	458	-91.997	0.000	0.7066	0.6040	1
360	476	-101.048	0.000	0.7258	0.6452	1
360	477	-101.048	0.000	0.7421	0.6408	1
360	527	-156.090	0.000	0.7450	0.5766	1
360	535	-172.048	0.000	0.7118	0.5940	1
360	562	-218.078	0.000	0.7602	0.5153	1
363	390	-18.011	0.000	0.8456	0.7352	1
363	391	-18.011	0.000	0.9064	0.7988	1
363	392	-18.011	0.000	0.8217	0.7788	1
363	393	-18.011	0.000	0.8479	0.7494	1
363	395	-20.027	0.000	0.8722	0.7816	1
363	396	-20.027	0.000	0.8346	0.7304	1
363	397	-20.027	0.000	0.8561	0.8240	1
363	398	-20.033	0.000	0.8250	0.7475	1
363	407	-36.022	0.000	0.8912	0.6176	1
363	408	-36.022	0.000	0.8122	0.5862	1
363	417	-49.983	0.000	0.8000	0.7850	1
363	418	-49.983	0.000	0.8654	0.7854	1
363	436	-67.993	0.000	0.7564	0.7096	1
363	437	-67.993	0.000	0.8302	0.7848	1
363	441	-70.008	0.000	0.7595	0.6991	1
363	452	-86.004	0.000	0.7638	0.7728	1
363	480	-103.031	0.000	0.7694	0.7071	1
364	438	-67.987	0.000	0.9039	0.7414	1
365	374	-8.053	0.000	0.8526	0.3892	1
365	383	-13.078	0.000	0.8411	0.3837	1
365	384	-13.086	0.000	0.7430	0.3059	1
365	389	-16.139	0.000	0.9263	0.4711	1
365	416	-46.122	0.000	0.8842	0.4197	1
365	424	-52.039	0.000	0.8299	0.3002	1
365	425	-52.079	0.000	0.8867	0.3903	1
365	432	-60.158	0.000	0.9172	0.4939	1
365	454	-86.028	0.000	0.8412	0.3679	1
365	455	-87.148	0.000	0.9002	0.4545	1
365	470	-96.105	0.000	0.7096	0.3142	1
365	475	-99.169	0.000	0.8845	0.5051	1
365	482	-103.143	0.000	0.9013	0.3531	1
365	483	-104.185	0.000	0.9099	0.4923	1
365	488	-111.140	0.000	0.8587	0.4216	1
365	514	-140.131	0.000	0.8128	0.3414	1
365	520	-148.210	0.000	0.9084	0.5598	1
365	523	-154.065	0.000	0.9142	0.5660	1
365	536	-172.074	0.000	0.8865	0.5044	1
365	554	-192.236	0.000	0.8846	0.5028	1
365	576	-236.262	0.000	0.9137	0.5832	1
365	578	-240.102	0.000	0.8943	0.4936	1
365	594	-280.289	0.000	0.8490	0.4729	1
367	405	-26.999	0.000	0.7481	0.5144	1
367	414	-44.027	0.000	0.8242	0.5393	1
367	450	-82.078	0.000	0.7426	0.3912	1
367	456	-88.054	0.000	0.8593	0.6274	1
367	489	-110.109	0.000	0.7833	0.4159	1
367	500	-130.015	0.000	0.8324	0.5916	1
367	501	-132.080	0.000	0.8741	0.5604	1
367	511	-138.141	0.000	0.7657	0.4323	1
367	512	-138.141	0.000	0.7147	0.3829	1
367	534	-166.172	0.000	0.7249	0.3628	1
367	537	-176.104	0.000	0.8760	0.5870	1
367	565	-220.130	0.000	0.8667	0.6081	1
367	588	-264.156	0.000	0.8193	0.5575	1
367	598	-308.182	0.000	0.7916	0.5471	1
367	619	-352.208	0.000	0.8268	0.4756	1
367	621	-360.287	0.000	0.7084	0.4485	1
367	630	-396.233	0.000	0.7419	0.5409	1
367	640	-440.260	0.000	0.7609	0.5566	1
368	382	-9.020	0.000	0.7554	0.4727	1
368	439	-65.969	0.000	0.7185	0.4587	1
369	370	0.000	0.000	0.7177	0.4083	1
369	373	-0.001	0.000	0.8707	0.5410	1
369	385	-8.079	0.000	0.8845	0.5806	1
369	386	-8.079	0.000	0.8187	0.5735	1
369	419	-44.026	0.000	0.7215	0.5303	1
369	420	-44.026	0.000	0.8983	0.6275	1
369	429	-52.105	0.000	0.8823	0.4872	1
369	430	-52.105	0.000	0.8817	0.4956	1
369	431	-52.105	0.000	0.8743	0.5813	1
369	461	-88.059	0.000	0.7422	0.5712	1
369	462	-88.053	0.000	0.8806	0.5628	1
369	463	-88.052	0.000	0.7922	0.5913	1
369	464	-88.053	0.000	0.7573	0.5344	1
369	478	-94.115	0.000	0.8331	0.3959	1
369	481	-96.139	0.000	0.8488	0.4065	1
369	506	-132.078	0.000	0.8564	0.6060	1
369	507	-132.078	0.000	0.7835	0.5266	1
369	508	-132.080	0.000	0.7211	0.5518	1
369	519	-140.158	0.000	0.7366	0.4189	1
369	543	-176.105	0.000	0.7975	0.5056	1
369	553	-184.184	0.000	0.7049	0.3019	1
369	569	-220.130	0.000	0.7356	0.4788	1
369	574	-228.210	0.000	0.7443	0.4003	1
369	679	-669.324	0.000	0.7085	0.3103	1
370	373	-0.001	0.000	0.7456	0.4813	1
370	385	-8.079	0.000	0.7177	0.5038	1
370	386	-8.079	0.000	0.7457	0.5314	1
370	419	-44.026	0.000	0.7728	0.5382	1
370	420	-44.026	0.000	0.7458	0.4549	1
370	429	-52.105	0.000	0.7020	0.4767	1
370	431	-52.105	0.000	0.7626	0.5190	1
370	461	-88.059	0.000	0.7179	0.4486	1
370	462	-88.053	0.000	0.7619	0.4140	1
370	463	-88.052	0.000	0.7599	0.4471	1
370	464	-88.053	0.000	0.7542	0.4379	1
370	478	-94.115	0.000	0.7410	0.4152	1
370	481	-96.139	0.000	0.7015	0.3772	1
370	506	-132.078	0.000	0.7647	0.4900	1
370	507	-132.078	0.000	0.7733	0.5105	1
370	508	-132.080	0.000	0.7329	0.3978	1
370	519	-140.158	0.000	0.7324	0.4398	1
370	543	-176.105	0.000	0.7480	0.4036	1
370	553	-184.184	0.000	0.7169	0.3761	1
370	569	-220.130	0.000	0.7627	0.5726	1
370	574	-228.210	0.000	0.7340	0.3961	1
373	385	-8.079	0.000	0.8821	0.6371	1
373	386	-8.078	0.000	0.8329	0.6264	1
373	419	-44.026	0.000	0.7532	0.5696	1
373	420	-44.026	0.000	0.8916	0.5958	1
373	429	-52.104	0.000	0.8664	0.5280	1
373	430	-52.104	0.000	0.8820	0.5603	1
373	431	-52.104	0.000	0.8819	0.6483	1
373	461	-88.059	0.000	0.7404	0.5266	1
373	462	-88.052	0.000	0.8827	0.5384	1
373	463	-88.051	0.000	0.7693	0.4785	1
373	464	-88.052	0.000	0.7436	0.4611	1
373	478	-94.114	0.000	0.8411	0.4377	1
373	481	-96.139	0.000	0.8468	0.4447	1
373	506	-132.077	0.000	0.8634	0.5659	1
373	507	-132.078	0.000	0.8111	0.5621	1
373	508	-132.079	0.000	0.7203	0.4637	1
373	519	-140.157	0.000	0.7528	0.4423	1
373	543	-176.104	0.000	0.8101	0.4971	1
373	553	-184.183	0.000	0.7511	0.3651	1
373	569	-220.130	0.000	0.7205	0.4610	1
373	574	-228.209	0.000	0.7790	0.4556	1
373	679	-669.323	0.000	0.7024	0.2843	1
374	375	-0.950	0.000	0.7508	0.4401	1
374	377	-0.986	0.000	0.7174	0.4741	1
374	383	-5.025	0.000	0.8573	0.4782	1
374	384	-5.033	0.000	0.7355	0.4937	1
374	389	-8.086	0.000	0.8648	0.4881	1
374	402	-16.981	0.000	0.7531	0.5749	1
374	416	-38.069	0.000	0.8445	0.4849	1
374	424	-43.986	0.000	0.8124	0.5372	1
374	425	-44.026	0.000	0.8728	0.5932	1
374	432	-52.105	0.000	0.8494	0.4496	1
374	440	-59.973	0.000	0.7066	0.4279	1
374	454	-77.976	0.000	0.7825	0.4116	1
374	455	-79.095	0.000	0.8415	0.4497	1
374	470	-88.053	0.000	0.7694	0.5353	1
374	475	-91.116	0.000	0.8023	0.3479	1
374	482	-95.090	0.000	0.8463	0.5232	1
374	483	-96.132	0.000	0.8420	0.3775	1
374	488	-103.087	0.000	0.7807	0.3495	1
374	514	-132.079	0.000	0.7966	0.4891	1
374	520	-140.157	0.000	0.8250	0.3528	1
374	523	-146.012	0.000	0.8324	0.3917	1
374	536	-164.021	0.000	0.8191	0.3571	1
374	554	-184.183	0.000	0.8005	0.3625	1
374	576	-228.210	0.000	0.8195	0.2980	1
374	578	-232.049	0.000	0.8299	0.3347	1
374	594	-272.236	0.000	0.7929	0.3880	1
375	377	-0.036	0.000	0.7635	0.5740	1
375	382	-2.051	0.000	0.8019	0.5598	1
375	401	-13.506	0.000	0.7511	0.6125	1
375	402	-16.032	0.000	0.7247	0.5252	1
375	439	-59.000	0.000	0.7173	0.4555	1
375	443	-71.044	0.000	0.7712	0.5034	1
375	444	-71.073	0.000	0.8013	0.6183	1
375	447	-72.057	0.000	0.7191	0.5654	1
375	468	-87.068	0.000	0.7398	0.5884	1
375	471	-88.015	0.000	0.7056	0.5907	1
375	473	-89.047	0.000	0.7108	0.5932	1
375	484	-97.054	0.000	0.7777	0.6136	1
375	485	-97.089	0.000	0.7795	0.5873	1
375	487	-99.076	0.000	0.7257	0.5315	1
375	493	-113.076	0.000	0.7126	0.4414	1
375	494	-113.092	0.000	0.7608	0.5913	1
375	499	-121.548	0.000	0.7110	0.5058	1
375	502	-128.067	0.000	0.7389	0.6014	1
375	521	-144.090	0.000	0.7389	0.5733	1
375	528	-147.104	0.000	0.7373	0.5318	1
375	532	-156.126	0.000	0.7707	0.6258	1
375	540	-172.121	0.000	0.7597	0.6075	1
375	541	-172.121	0.000	0.7175	0.4800	1
375	559	-201.124	0.000	0.7228	0.5352	1
375	566	-214.141	0.000	0.7649	0.5290	1
375	567	-215.126	0.000	0.7088	0.5277	1
375	573	-225.147	0.000	0.7194	0.5728	1
375	575	-227.108	0.000	0.7231	0.5052	1
375	577	-229.105	0.000	0.7354	0.5416	1
375	582	-239.090	0.000	0.7432	0.5587	1
375	584	-243.132	0.000	0.7184	0.5701	1
375	587	-253.142	0.000	0.7843	0.5874	1
376	382	-2.021	0.000	0.7491	0.5053	1
376	401	-13.475	0.000	0.7375	0.6041	1
376	443	-71.014	0.000	0.7195	0.4828	1
376	444	-71.043	0.000	0.7087	0.5766	1
376	447	-72.027	0.000	0.7244	0.5097	1
376	449	-73.023	0.000	0.7303	0.6088	1
376	484	-97.023	0.000	0.7390	0.5950	1
376	485	-97.059	0.000	0.7398	0.5461	1
376	487	-99.046	0.000	0.7119	0.5296	1
376	494	-113.062	0.000	0.7193	0.5619	1
376	499	-121.518	0.000	0.7076	0.5167	1
376	502	-128.036	0.000	0.7038	0.5546	1
376	504	-129.048	0.000	0.7108	0.5935	1
376	513	-131.019	0.000	0.7126	0.5358	1
376	521	-144.060	0.000	0.7265	0.5567	1
376	528	-147.074	0.000	0.7010	0.5015	1
376	532	-156.096	0.000	0.7257	0.5772	1
376	540	-172.091	0.000	0.7035	0.5891	1
376	567	-215.096	0.000	0.7234	0.5233	1
376	584	-243.101	0.000	0.7051	0.5618	1
377	382	-2.015	0.000	0.8198	0.5592	1
377	401	-13.469	0.000	0.7445	0.6671	1
377	402	-15.995	0.000	0.7479	0.5565	1
377	435	-57.022	0.000	0.7728	0.6366	1
377	443	-71.008	0.000	0.8172	0.5247	1
377	444	-71.037	0.000	0.8243	0.6747	1
377	446	-72.021	0.000	0.7138	0.6491	1
377	447	-72.021	0.000	0.7272	0.5345	1
377	448	-73.016	0.000	0.7330	0.6544	1
377	449	-73.016	0.000	0.8006	0.6459	1
377	465	-86.011	0.000	0.7198	0.5615	1
377	468	-87.032	0.000	0.7767	0.6019	1
377	469	-87.032	0.000	0.7023	0.6097	1
377	471	-87.979	0.000	0.7595	0.5976	1
377	473	-89.011	0.000	0.7300	0.6254	1
377	484	-97.017	0.000	0.8261	0.7004	1
377	485	-97.052	0.000	0.8383	0.6287	1
377	487	-99.040	0.000	0.7595	0.5486	1
377	491	-102.989	0.000	0.7070	0.4467	1
377	493	-113.040	0.000	0.7339	0.5106	1
377	494	-113.056	0.000	0.8511	0.7029	1
377	495	-114.042	0.000	0.7430	0.3854	1
377	497	-117.042	0.000	0.7322	0.6415	1
377	499	-121.512	0.000	0.7181	0.5791	1
377	502	-128.030	0.000	0.8135	0.6765	1
377	504	-129.042	0.000	0.7705	0.6368	1
377	505	-129.042	0.000	0.7810	0.6852	1
377	513	-131.013	0.000	0.7924	0.6643	1
377	521	-144.053	0.000	0.7427	0.6183	1
377	525	-145.038	0.000	0.7431	0.6217	1
377	528	-147.068	0.000	0.8125	0.5621	1
377	529	-150.033	0.000	0.7219	0.6317	1
377	532	-156.089	0.000	0.8249	0.6659	1
377	533	-156.089	0.000	0.7768	0.6542	1
377	538	-170.032	0.000	0.7325	0.5591	1
377	540	-172.084	0.000	0.7669	0.6976	1
377	541	-172.084	0.000	0.7274	0.5546	1
377	559	-201.088	0.000	0.7067	0.5946	1
377	566	-214.104	0.000	0.7916	0.6181	1
377	567	-215.090	0.000	0.7563	0.6055	1
377	573	-225.111	0.000	0.7650	0.6894	1
377	575	-227.072	0.000	0.7542	0.5790	1
377	577	-229.068	0.000	0.7578	0.6082	1
377	582	-239.054	0.000	0.7109	0.6058	1
377	584	-243.095	0.000	0.7035	0.6078	1
377	587	-253.106	0.000	0.7641	0.6644	1
377	595	-284.122	0.000	0.7156	0.6294	1
377	596	-285.109	0.000	0.7310	0.6388	1
377	597	-296.110	0.000	0.7302	0.5832	1
377	611	-326.133	0.000	0.7073	0.5236	1
377	626	-368.167	0.000	0.7347	0.5616	1
377	632	-395.192	0.000	0.7393	0.5185	1
378	379	-0.006	0.000	0.8991	0.6786	1
378	410	-26.998	0.000	0.8010	0.4004	1
378	427	-44.025	0.000	0.9126	0.6931	1
378	445	-71.025	0.000	0.8088	0.3812	1
378	472	-88.051	0.000	0.9055	0.5931	1
378	515	-132.077	0.000	0.9385	0.6891	1
378	549	-176.104	0.000	0.8936	0.5522	1
378	572	-220.130	0.000	0.9181	0.5869	1
378	592	-264.156	0.000	0.8895	0.4914	1
378	604	-308.182	0.000	0.8929	0.5295	1
378	621	-352.208	0.000	0.8678	0.5785	1
378	633	-396.234	0.000	0.8020	0.4544	1
379	410	-26.992	0.000	0.8124	0.4571	1
379	427	-44.019	0.000	0.8800	0.6934	1
379	445	-71.018	0.000	0.7775	0.3955	1
379	472	-88.045	0.000	0.9066	0.6605	1
379	515	-132.071	0.000	0.8682	0.7032	1
379	549	-176.098	0.000	0.8158	0.5487	1
379	572	-220.124	0.000	0.8813	0.6311	1
379	592	-264.150	0.000	0.8652	0.5461	1
379	604	-308.175	0.000	0.8576	0.5762	1
379	621	-352.202	0.000	0.7698	0.5595	1
379	633	-396.227	0.000	0.7156	0.4434	1
380	381	0.001	0.000	0.8022	0.6766	1
382	401	-11.455	0.000	0.7208	0.4801	1
382	403	-15.996	0.000	0.7047	0.5450	1
382	404	-16.002	0.000	0.7025	0.5561	1
382	435	-55.007	0.000	0.7203	0.5023	1
382	439	-56.949	0.000	0.7269	0.5724	1
382	443	-68.993	0.000	0.8360	0.6469	1
382	444	-69.022	0.000	0.7742	0.5728	1
382	447	-70.006	0.000	0.7860	0.6414	1
382	449	-71.002	0.000	0.7806	0.5395	1
382	465	-83.997	0.000	0.7539	0.6242	1
382	468	-85.017	0.000	0.7810	0.5440	1
382	471	-85.964	0.000	0.7578	0.5737	1
382	473	-86.996	0.000	0.7642	0.5872	1
382	484	-95.003	0.000	0.7506	0.4860	1
382	485	-95.038	0.000	0.8166	0.6292	1
382	487	-97.025	0.000	0.7475	0.5452	1
382	490	-100.975	0.000	0.7251	0.5737	1
382	491	-100.975	0.000	0.7640	0.5796	1
382	493	-111.025	0.000	0.7386	0.3831	1
382	494	-111.041	0.000	0.8247	0.5367	1
382	495	-112.027	0.000	0.7796	0.5178	1
382	497	-115.027	0.000	0.7776	0.5652	1
382	502	-126.016	0.000	0.7009	0.4341	1
382	504	-127.027	0.000	0.7561	0.5287	1
382	513	-128.999	0.000	0.7101	0.4380	1
382	521	-142.039	0.000	0.7811	0.5156	1
382	525	-143.024	0.000	0.7698	0.5306	1
382	528	-145.053	0.000	0.7905	0.5514	1
382	529	-148.019	0.000	0.7137	0.4652	1
382	532	-154.075	0.000	0.7973	0.5640	1
382	540	-170.070	0.000	0.7909	0.5628	1
382	559	-199.073	0.000	0.7095	0.4676	1
382	566	-212.090	0.000	0.7688	0.4529	1
382	567	-213.075	0.000	0.7635	0.4753	1
382	575	-225.057	0.000	0.7096	0.3976	1
382	577	-227.054	0.000	0.7296	0.4364	1
382	587	-251.091	0.000	0.7648	0.4868	1
383	389	-3.061	0.000	0.8683	0.5442	1
383	416	-33.044	0.000	0.8395	0.4825	1
383	424	-38.961	0.000	0.8312	0.4661	1
383	425	-39.001	0.000	0.8404	0.4611	1
383	432	-47.080	0.000	0.8446	0.5021	1
383	454	-72.951	0.000	0.8031	0.4378	1
383	455	-74.070	0.000	0.8352	0.4796	1
383	475	-86.091	0.000	0.8684	0.5163	1
383	482	-90.065	0.000	0.8677	0.4874	1
383	483	-91.107	0.000	0.8385	0.4513	1
383	488	-98.062	0.000	0.7843	0.4013	1
383	514	-127.054	0.000	0.7518	0.3610	1
383	520	-135.132	0.000	0.8257	0.4322	1
383	523	-140.987	0.000	0.8285	0.4219	1
383	536	-158.996	0.000	0.8181	0.4605	1
383	554	-179.158	0.000	0.8155	0.4829	1
383	576	-223.185	0.000	0.8334	0.4051	1
383	578	-227.024	0.000	0.8222	0.3837	1
383	594	-267.211	0.000	0.7760	0.4440	1
384	389	-3.053	0.000	0.7532	0.4543	1
384	416	-33.035	0.000	0.7575	0.4632	1
384	424	-38.952	0.000	0.7249	0.4472	1
384	425	-38.993	0.000	0.7606	0.5275	1
384	432	-47.072	0.000	0.7718	0.4258	1
384	454	-72.942	0.000	0.7027	0.3849	1
384	455	-74.062	0.000	0.7224	0.3654	1
384	475	-86.083	0.000	0.7477	0.3362	1
384	482	-90.057	0.000	0.7536	0.4846	1
384	483	-91.099	0.000	0.7588	0.4199	1
384	520	-135.124	0.000	0.7153	0.3057	1
384	523	-140.978	0.000	0.7427	0.3445	1
384	536	-158.988	0.000	0.7143	0.3224	1
384	554	-179.150	0.000	0.7275	0.3561	1
384	576	-223.176	0.000	0.7445	0.3168	1
384	578	-227.016	0.000	0.7112	0.2803	1
385	386	0.000	0.000	0.8245	0.6411	1
385	420	-35.947	0.000	0.8879	0.5713	1
385	429	-44.026	0.000	0.8997	0.6074	1
385	430	-44.025	0.000	0.9209	0.6578	1
385	431	-44.026	0.000	0.8831	0.6657	1
385	462	-79.973	0.000	0.8457	0.4545	1
385	463	-79.973	0.000	0.7345	0.4375	1
385	478	-86.036	0.000	0.8404	0.4554	1
385	481	-88.060	0.000	0.8769	0.5156	1
385	506	-123.999	0.000	0.8419	0.5276	1
385	507	-123.999	0.000	0.7489	0.4267	1
385	519	-132.078	0.000	0.7383	0.4447	1
385	543	-168.025	0.000	0.7890	0.4474	1
385	553	-176.104	0.000	0.7238	0.3698	1
385	574	-220.130	0.000	0.7481	0.4641	1
386	419	-35.947	0.000	0.7481	0.5369	1
386	420	-35.948	0.000	0.8101	0.5477	1
386	429	-44.026	0.000	0.8175	0.5891	1
386	430	-44.026	0.000	0.8223	0.6465	1
386	431	-44.026	0.000	0.8835	0.6632	1
386	461	-79.980	0.000	0.7110	0.5002	1
386	462	-79.974	0.000	0.8174	0.4832	1
386	463	-79.973	0.000	0.7595	0.4375	1
386	464	-79.974	0.000	0.7303	0.4423	1
386	478	-86.036	0.000	0.8501	0.4860	1
386	481	-88.060	0.000	0.8438	0.5071	1
386	506	-123.999	0.000	0.7918	0.5113	1
386	507	-123.999	0.000	0.7779	0.4818	1
386	519	-132.079	0.000	0.8463	0.4786	1
386	543	-168.026	0.000	0.7990	0.4880	1
386	553	-176.105	0.000	0.8353	0.4045	1
386	569	-212.051	0.000	0.7347	0.4589	1
386	574	-220.131	0.000	0.8591	0.5016	1
388	402	-10.022	0.000	0.7455	0.5859	1
388	406	-14.017	0.000	0.7498	0.5979	1
388	428	-42.017	0.000	0.8220	0.5055	1
388	476	-85.053	0.000	0.7149	0.4801	1
388	477	-85.053	0.000	0.7181	0.4947	1
388	535	-156.053	0.000	0.7058	0.4477	1
389	416	-29.983	0.000	0.8921	0.4987	1
389	424	-35.900	0.000	0.8641	0.4916	1
389	425	-35.940	0.000	0.8940	0.4920	1
389	432	-44.019	0.000	0.9316	0.5757	1
389	454	-69.889	0.000	0.8307	0.3889	1
389	455	-71.009	0.000	0.9007	0.5371	1
389	470	-79.966	0.000	0.7154	0.3806	1
389	475	-83.030	0.000	0.8900	0.4792	1
389	482	-87.004	0.000	0.9283	0.5336	1
389	483	-88.046	0.000	0.9291	0.5922	1
389	488	-95.001	0.000	0.8485	0.4280	1
389	514	-123.992	0.000	0.8233	0.4180	1
389	520	-132.071	0.000	0.9121	0.5195	1
389	523	-137.926	0.000	0.9044	0.4899	1
389	536	-155.935	0.000	0.8801	0.4644	1
389	554	-176.097	0.000	0.8858	0.5108	1
389	576	-220.123	0.000	0.9231	0.4758	1
389	578	-223.963	0.000	0.9000	0.4391	1
389	594	-264.150	0.000	0.8545	0.5262	1
390	391	-0.000	0.000	0.8436	0.7823	1
390	392	0.000	0.000	0.8725	0.7590	1
390	393	-0.000	0.000	0.8946	0.8562	1
390	395	-2.016	0.000	0.8582	0.8101	1
390	396	-2.016	0.000	0.9235	0.9005	1
390	397	-2.016	0.000	0.8466	0.7658	1
390	398	-2.022	0.000	0.9046	0.8269	1
390	407	-18.011	0.000	0.8982	0.7406	1
390	408	-18.011	0.000	0.9262	0.7511	1
390	417	-31.972	0.000	0.7777	0.6739	1
390	418	-31.972	0.000	0.7508	0.6367	1
390	436	-49.982	0.000	0.8938	0.8633	1
390	437	-49.982	0.000	0.8715	0.8013	1
390	442	-51.998	0.000	0.7064	0.6757	1
390	451	-67.993	0.000	0.7396	0.7010	1
390	452	-67.993	0.000	0.7630	0.6751	1
390	453	-67.993	0.000	0.7348	0.6537	1
390	479	-85.020	0.000	0.7502	0.7794	1
390	480	-85.020	0.000	0.8191	0.8398	1
390	656	-483.318	0.000	0.8056	0.7487	1
391	392	0.000	0.000	0.8010	0.7246	1
391	393	0.000	0.000	0.8343	0.7810	1
391	395	-2.015	0.000	0.9200	0.8881	1
391	396	-2.015	0.000	0.8840	0.8482	1
391	397	-2.015	0.000	0.8959	0.8321	1
391	398	-2.022	0.000	0.8712	0.8324	1
391	407	-18.011	0.000	0.9304	0.7372	1
391	408	-18.010	0.000	0.8755	0.7118	1
391	417	-31.972	0.000	0.7847	0.7166	1
391	418	-31.971	0.000	0.8301	0.7025	1
391	436	-49.982	0.000	0.8331	0.8380	1
391	437	-49.982	0.000	0.9152	0.8586	1
391	441	-51.997	0.000	0.7685	0.6570	1
391	451	-67.993	0.000	0.7362	0.7492	1
391	452	-67.993	0.000	0.8048	0.7314	1
391	453	-67.993	0.000	0.7307	0.6912	1
391	480	-85.019	0.000	0.8236	0.8489	1
392	393	-0.000	0.000	0.8502	0.7522	1
392	395	-2.016	0.000	0.8323	0.8010	1
392	396	-2.016	0.000	0.9023	0.8104	1
392	397	-2.016	0.000	0.8142	0.8080	1
392	398	-2.022	0.000	0.8968	0.8528	1
392	407	-18.011	0.000	0.8576	0.6433	1
392	408	-18.011	0.000	0.8870	0.6499	1
392	417	-31.972	0.000	0.7535	0.7248	1
392	418	-31.972	0.000	0.7350	0.6732	1
392	436	-49.982	0.000	0.8806	0.8088	1
392	437	-49.982	0.000	0.8557	0.8282	1
392	451	-67.993	0.000	0.7383	0.7578	1
392	452	-67.993	0.000	0.7653	0.7274	1
392	453	-67.993	0.000	0.7517	0.7184	1
392	479	-85.020	0.000	0.7449	0.7008	1
392	480	-85.020	0.000	0.8018	0.7627	1
392	656	-483.318	0.000	0.7752	0.6498	1
393	395	-2.015	0.000	0.8505	0.8138	1
393	396	-2.015	0.000	0.9168	0.8980	1
393	397	-2.015	0.000	0.8449	0.7783	1
393	398	-2.022	0.000	0.9098	0.8441	1
393	407	-18.011	0.000	0.8936	0.7423	1
393	408	-18.010	0.000	0.9161	0.7541	1
393	417	-31.972	0.000	0.7584	0.6629	1
393	418	-31.971	0.000	0.7428	0.6369	1
393	436	-49.982	0.000	0.8918	0.8583	1
393	437	-49.982	0.000	0.8723	0.8072	1
393	451	-67.993	0.000	0.7400	0.7075	1
393	452	-67.993	0.000	0.7463	0.6650	1
393	453	-67.993	0.000	0.7359	0.6562	1
393	479	-85.019	0.000	0.7434	0.7697	1
393	480	-85.019	0.000	0.8058	0.8441	1
393	656	-483.318	0.000	0.8044	0.7512	1
395	396	0.000	0.000	0.8406	0.7695	1
395	397	-0.000	0.000	0.8788	0.7873	1
395	398	-0.006	0.000	0.8245	0.7923	1
395	407	-15.996	0.000	0.8770	0.6960	1
395	408	-15.995	0.000	0.8068	0.6677	1
395	418	-29.956	0.000	0.7819	0.6668	1
395	436	-47.967	0.000	0.7428	0.8109	1
395	437	-47.967	0.000	0.8353	0.8453	1
395	441	-49.982	0.000	0.8798	0.7063	1
395	442	-49.982	0.000	0.7771	0.7205	1
395	452	-65.977	0.000	0.7728	0.7130	1
395	480	-83.004	0.000	0.7496	0.7660	1
396	397	-0.000	0.000	0.8200	0.7163	1
396	398	-0.006	0.000	0.8864	0.7918	1
