cluster index	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)	RTMean	ATTRIBUTE_GROUP:GNPSGROUP:G1	ATTRIBUTE_GROUP:GNPSGROUP:G2	ATTRIBUTE_ORGANISM:GNPSGROUP:Vibrio_1A01	ATTRIBUTE_ORGANISM:GNPSGROUP:Vibrio_6D03	ATTRIBUTE_ORGANISM:GNPSGROUP:Phaeobacter_B2R04	ATTRIBUTE_ORGANISM:GNPSGROUP:Shewanella_B2R08	ATTRIBUTE_ORGANISM:GNPSGROUP:Roseovarius_B2R09	ATTRIBUTE_ORGANISM:GNPSGROUP:Colwellia_C2M19	ATTRIBUTE_ORGANISM:GNPSGROUP:Paracoccus_C2R07	ATTRIBUTE_ORGANISM:GNPSGROUP:Salipiger_C3M06	ATTRIBUTE_ORGANISM:GNPSGROUP:Acinetobacter_D3M06	ATTRIBUTE_ORGANISM:GNPSGROUP:Arenibacter_D3M17	ATTRIBUTE_ORGANISM:GNPSGROUP:Motilimonas_G1M02	ATTRIBUTE_ORGANISM:GNPSGROUP:nan	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:1-1A01.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:2-6D03.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:3-B2R04.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:4-B2R08.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:5-B2R09.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:6-C2M19.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:7-C2R07_2.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:8-C3M06.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:9-D3M06.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:10-D3M17.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:11-G1M02.mzML	ATTRIBUTE_PERFILEGROUPING:GNPSGROUP:bkgrnd-marine-broth.mzML	ATTRIBUTE_GROUP	ATTRIBUTE_ORGANISM	ATTRIBUTE_PERFILEGROUPING
334	6	393.176005045573	1	393.176005045573	0.0	415.6446666666668	6	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	G1	Phaeobacter_B2R04,Paracoccus_C2R07	3-B2R04.mzML,7-C2R07_2.mzML
335	5	393.2086181640624	1	393.2086181640624	0.0	438.8108	5	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	G1	Vibrio_6D03,Shewanella_B2R08,Colwellia_C2M19,Acinetobacter_D3M06,Arenibacter_D3M17	2-6D03.mzML,4-B2R08.mzML,6-C2M19.mzML,9-D3M06.mzML,10-D3M17.mzML
336	8	393.20854759216286	1	393.20854759216286	0.0	438.597875	8	0	0	2	0	2	0	2	1	0	0	1	0	0	0	2	0	2	0	2	1	0	0	1	0	0	G1	Vibrio_6D03,Shewanella_B2R08,Colwellia_C2M19,Paracoccus_C2R07,Arenibacter_D3M17	2-6D03.mzML,4-B2R08.mzML,6-C2M19.mzML,7-C2R07_2.mzML,10-D3M17.mzML
337	3	393.208511352539	1	393.208511352539	0.0	439.8913333333333	3	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	G1	Phaeobacter_B2R04,Colwellia_C2M19,Salipiger_C3M06	3-B2R04.mzML,6-C2M19.mzML,8-C3M06.mzML
338	4	395.2379913330075	1	395.2379913330075	0.0	432.99225	4	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	G1	Shewanella_B2R08,Colwellia_C2M19	4-B2R08.mzML,6-C2M19.mzML
339	72	396.33476003011066	1	396.3347600301106	0.0	818.497375	66	6	6	6	6	6	6	6	6	6	6	6	6	0	6	6	6	6	6	6	6	6	6	6	6	6	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
340	6	398.326232910156	1	398.326232910156	0.0	17.934250000000002	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	G1	Paracoccus_C2R07	7-C2R07_2.mzML
341	20	401.2895843505861	1	401.2895843505861	0.0	819.3913	18	2	2	1	2	2	2	2	2	2	2	1	0	0	2	1	2	2	2	2	2	2	2	1	0	2	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
342	3	401.289476182726	1	401.289476182726	0.0	821.2456666666666	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	G1	Vibrio_6D03,Shewanella_B2R08,Arenibacter_D3M17	2-6D03.mzML,4-B2R08.mzML,10-D3M17.mzML
343	2	401.2903238932295	1	401.2903238932295	0.0	821.8634999999999	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	G1	Vibrio_6D03,Shewanella_B2R08	2-6D03.mzML,4-B2R08.mzML
344	9	403.31761112919565	1	403.3176111291957	0.0	828.3366666666666	8	1	1	0	0	0	0	0	0	1	0	0	6	0	1	0	0	0	0	0	0	1	0	0	6	1	G1,G2	Vibrio_1A01,Salipiger_C3M06,Motilimonas_G1M02	1-1A01.mzML,8-C3M06.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
345	3	407.2123718261721	1	407.2123718261721	0.0	355.1233333333333	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	G1	Roseovarius_B2R09	5-B2R09.mzML
346	2	413.348892211914	1	413.348892211914	0.0	635.8209999999999	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	G1	Acinetobacter_D3M06	9-D3M06.mzML
347	27	414.2333374023437	1	414.2333374023437	0.0	384.3458148148148	27	0	0	0	8	0	6	0	1	6	6	0	0	0	0	0	8	0	6	0	1	6	6	0	0	0	G1	Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06	3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML
348	8	415.21086120605503	1	415.21086120605503	0.0	731.0982499999999	8	0	0	0	0	0	0	0	2	4	0	2	0	0	0	0	0	0	0	0	2	4	0	2	0	0	G1	Paracoccus_C2R07,Salipiger_C3M06,Arenibacter_D3M17	7-C2R07_2.mzML,8-C3M06.mzML,10-D3M17.mzML
349	23	415.2538370325947	1	415.2538370325947	0.0	445.0432608695652	22	1	3	2	1	2	2	2	2	2	2	4	0	0	3	2	1	2	2	2	2	2	2	4	0	1	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
350	2	415.252705891927	1	415.252705891927	0.0	435.267	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	G1	Shewanella_B2R08	4-B2R08.mzML
351	6	416.336588541667	1	416.336588541667	0.0	17.21930555555555	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	G1	Paracoccus_C2R07	7-C2R07_2.mzML
352	4	417.203094482422	1	417.203094482422	0.0	419.83475	4	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
353	12	419.2288258870445	1	419.2288258870445	0.0	458.2525833333333	10	2	0	0	2	0	2	0	0	2	4	0	0	0	0	0	2	0	2	0	0	2	4	0	0	2	G1,G2	Phaeobacter_B2R04,Roseovarius_B2R09,Salipiger_C3M06,Acinetobacter_D3M06	3-B2R04.mzML,5-B2R09.mzML,8-C3M06.mzML,9-D3M06.mzML,bkgrnd-marine-broth.mzML
354	66	423.3326147830846	1	423.33261478308486	0.0	813.9292878787878	60	6	6	6	6	6	6	6	6	6	6	6	0	0	6	6	6	6	6	6	6	6	6	6	0	6	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
355	6	426.233032226563	1	426.233032226563	0.0	402.3528333333333	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	G1	Shewanella_B2R08	4-B2R08.mzML
356	28	426.3215767996653	1	426.32157679966537	0.0	617.7226785714286	28	0	2	3	3	3	3	3	3	3	3	2	0	0	2	3	3	3	3	3	3	3	3	2	0	0	G1	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
357	11	426.32111150568176	1	426.32111150568176	0.0	617.1342727272727	11	0	0	1	2	1	1	2	0	0	3	1	0	0	0	1	2	1	1	2	0	0	3	1	0	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Acinetobacter_D3M06,Arenibacter_D3M17	2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,9-D3M06.mzML,10-D3M17.mzML
358	8	427.2289123535155	1	427.2289123535156	0.0	409.67325	8	0	0	0	2	0	2	0	0	2	0	0	2	0	0	0	2	0	2	0	0	2	0	0	2	0	G1	Phaeobacter_B2R04,Roseovarius_B2R09,Salipiger_C3M06,Motilimonas_G1M02	3-B2R04.mzML,5-B2R09.mzML,8-C3M06.mzML,11-G1M02.mzML
359	24	428.2502466837565	1	428.2502466837566	0.0	424.3963333333333	20	4	0	0	4	0	4	0	0	4	4	0	4	0	0	0	4	0	4	0	0	4	4	0	4	4	G1,G2	Phaeobacter_B2R04,Roseovarius_B2R09,Salipiger_C3M06,Acinetobacter_D3M06,Motilimonas_G1M02	3-B2R04.mzML,5-B2R09.mzML,8-C3M06.mzML,9-D3M06.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
360	32	430.2294769287109	1	430.2294769287108	0.0	415.1448125	26	6	0	0	4	0	4	0	2	4	4	2	6	0	0	0	4	0	4	0	2	4	4	2	6	6	G1,G2	Phaeobacter_B2R04,Roseovarius_B2R09,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	3-B2R04.mzML,5-B2R09.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
361	23	430.2434369515684	1	430.2434369515682	0.0	471.1918260869566	23	0	2	2	3	2	3	2	2	2	3	2	0	0	2	2	3	2	3	2	2	2	3	2	0	0	G1	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
362	24	430.2434255811904	1	430.2434255811904	0.0	471.4784166666667	24	0	2	3	3	3	2	2	2	2	3	2	0	0	2	3	3	3	2	2	2	2	3	2	0	0	G1	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
363	2	430.29499816894497	1	430.29499816894497	0.0	551.4334999999999	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	G1	Vibrio_6D03,Arenibacter_D3M17	2-6D03.mzML,10-D3M17.mzML
364	6	430.91259765625	1	430.91259765625	0.0	132.76016666666666	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	G1	Motilimonas_G1M02	11-G1M02.mzML
365	12	431.20654296875006	1	431.20654296875006	0.0	535.9885	12	0	6	6	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01,Vibrio_6D03	1-1A01.mzML,2-6D03.mzML
366	4	431.248886108398	1	431.248886108398	0.0	414.62299999999993	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	G1	Colwellia_C2M19	6-C2M19.mzML
367	67	432.2811311180911	1	432.281131118091	0.0	444.5867462686567	63	4	6	6	6	6	5	6	6	6	4	6	6	0	6	6	6	6	5	6	6	6	4	6	6	4	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
368	4	433.24365234375	1	433.24365234375	0.0	467.07125	4	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	G1	Phaeobacter_B2R04,Acinetobacter_D3M06	3-B2R04.mzML,9-D3M06.mzML
369	2	437.2343114217125	1	437.2343114217125	0.0	444.0415	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	G1	Shewanella_B2R08,Colwellia_C2M19	4-B2R08.mzML,6-C2M19.mzML
370	2	437.2343114217125	1	437.2343114217125	0.0	443.3295	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	G1	Shewanella_B2R08,Colwellia_C2M19	4-B2R08.mzML,6-C2M19.mzML
371	2	437.23461151123047	1	437.23461151123047	0.0	444.85	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	G1	Roseovarius_B2R09,Acinetobacter_D3M06	5-B2R09.mzML,9-D3M06.mzML
372	2	437.2373962402345	1	437.2373962402345	0.0	445.518	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	G1,G2	Phaeobacter_B2R04	3-B2R04.mzML,bkgrnd-marine-broth.mzML
373	2	437.234954833984	1	437.234954833984	0.0	444.375	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	G1	Arenibacter_D3M17	10-D3M17.mzML
374	8	439.2664794921877	1	439.2664794921876	0.0	439.890875	8	0	4	0	0	2	0	2	0	0	0	0	0	0	4	0	0	2	0	2	0	0	0	0	0	0	G1	Vibrio_1A01,Shewanella_B2R08,Colwellia_C2M19	1-1A01.mzML,4-B2R08.mzML,6-C2M19.mzML
375	10	440.2153442382812	1	440.2153442382812	0.0	428.6176	10	0	2	2	0	0	0	0	0	0	0	6	0	0	2	2	0	0	0	0	0	0	0	6	0	0	G1	Vibrio_1A01,Vibrio_6D03,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,10-D3M17.mzML
376	2	440.242980957031	1	440.242980957031	0.0	409.07	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	G1	Vibrio_1A01	1-1A01.mzML
377	34	440.2501597684972	1	440.25015976849727	0.0	428.9068823529413	28	6	0	0	4	6	4	0	0	4	4	0	6	0	0	0	4	6	4	0	0	4	4	0	6	6	G1,G2	Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Salipiger_C3M06,Acinetobacter_D3M06,Motilimonas_G1M02	3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,8-C3M06.mzML,9-D3M06.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
378	38	440.3609686065138	1	440.360968606514	0.0	810.439210526316	35	3	3	3	3	3	3	3	4	3	3	3	4	0	3	3	3	3	3	3	4	3	3	3	4	3	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
379	35	440.3610275995164	1	440.3610275995165	0.0	810.6773142857143	33	2	3	3	3	3	3	3	4	3	3	3	2	0	3	3	3	3	3	3	4	3	3	3	2	2	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
380	26	440.4112114539514	1	440.4112114539514	0.0	729.6008076923077	23	3	2	3	3	0	3	3	3	3	0	3	0	0	2	3	3	0	3	3	3	3	0	3	0	3	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
381	26	440.4112114539514	1	440.4112114539514	0.0	729.7926153846154	23	3	2	3	3	0	3	3	3	3	0	3	0	0	2	3	3	0	3	3	3	3	0	3	0	3	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
382	4	442.263656616211	1	442.263656616211	0.0	431.772	4	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	G1	Phaeobacter_B2R04,Motilimonas_G1M02	3-B2R04.mzML,11-G1M02.mzML
383	78	444.2885468311797	1	444.2885468311794	0.0	608.9857307692307	78	0	0	6	8	8	10	10	10	6	6	8	6	0	0	6	8	8	10	10	10	6	6	8	6	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17,Motilimonas_G1M02	2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,11-G1M02.mzML
384	74	444.2977715569573	1	444.29777155695774	0.0	736.4879054054055	70	4	6	6	8	10	6	8	4	6	6	10	0	0	6	6	8	10	6	8	4	6	6	10	0	4	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
385	17	445.314494413488	1	445.3144944134879	0.0	811.8575294117647	17	0	2	2	1	2	2	1	2	1	3	1	0	0	2	2	1	2	2	1	2	1	3	1	0	0	G1	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
386	14	445.31363278343554	1	445.3136327834355	0.0	814.4527142857143	14	0	0	2	2	2	1	2	2	0	1	2	0	0	0	2	2	2	1	2	2	0	1	2	0	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Acinetobacter_D3M06,Arenibacter_D3M17	2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,9-D3M06.mzML,10-D3M17.mzML
387	2	446.186462402344	1	446.186462402344	0.0	193.798	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	G1	Phaeobacter_B2R04	3-B2R04.mzML
388	42	446.22302100771947	1	446.2230210077191	0.0	348.53571428571433	42	0	0	0	6	0	12	0	0	12	12	0	0	0	0	0	6	0	12	0	0	12	12	0	0	0	G1	Phaeobacter_B2R04,Roseovarius_B2R09,Salipiger_C3M06,Acinetobacter_D3M06	3-B2R04.mzML,5-B2R09.mzML,8-C3M06.mzML,9-D3M06.mzML
389	11	447.3449577562735	1	447.3449577562735	0.0	820.368	8	3	1	0	0	0	0	0	0	0	0	1	6	0	1	0	0	0	0	0	0	0	0	1	6	3	G1,G2	Vibrio_1A01,Arenibacter_D3M17,Motilimonas_G1M02	1-1A01.mzML,10-D3M17.mzML,11-G1M02.mzML,bkgrnd-marine-broth.mzML
390	15	448.3059305826824	1	448.3059305826824	0.0	551.8563333333333	15	0	0	1	2	2	1	3	1	2	2	1	0	0	0	1	2	2	1	3	1	2	2	1	0	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
391	22	448.3066239790482	1	448.3066239790482	0.0	551.9570454545457	22	0	2	1	2	3	1	3	3	2	3	2	0	0	2	1	2	3	1	3	3	2	3	2	0	0	G1	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
392	2	448.305887858073	1	448.305887858073	0.0	549.8354999999999	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	G1	Phaeobacter_B2R04,Paracoccus_C2R07	3-B2R04.mzML,7-C2R07_2.mzML
393	2	448.30598449707	1	448.30598449707	0.0	552.5755	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	G1	Paracoccus_C2R07,Arenibacter_D3M17	7-C2R07_2.mzML,10-D3M17.mzML
394	12	449.2015686035156	1	449.2015686035156	0.0	280.7789166666667	12	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	6	0	0	G1	Shewanella_B2R08,Arenibacter_D3M17	4-B2R08.mzML,10-D3M17.mzML
395	23	450.3221333821615	1	450.3221333821615	0.0	638.3875217391305	22	1	1	3	2	2	3	2	2	2	2	3	0	0	1	3	2	2	3	2	2	2	2	3	0	1	G1,G2	Vibrio_1A01,Vibrio_6D03,Phaeobacter_B2R04,Shewanella_B2R08,Roseovarius_B2R09,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	1-1A01.mzML,2-6D03.mzML,3-B2R04.mzML,4-B2R08.mzML,5-B2R09.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML,bkgrnd-marine-broth.mzML
396	10	450.3215810139973	1	450.3215810139974	0.0	638.7507	10	0	0	1	1	0	0	1	2	2	2	1	0	0	0	1	1	0	0	1	2	2	2	1	0	0	G1	Vibrio_6D03,Phaeobacter_B2R04,Colwellia_C2M19,Paracoccus_C2R07,Salipiger_C3M06,Acinetobacter_D3M06,Arenibacter_D3M17	2-6D03.mzML,3-B2R04.mzML,6-C2M19.mzML,7-C2R07_2.mzML,8-C3M06.mzML,9-D3M06.mzML,10-D3M17.mzML
397	2	450.3245951334635	1	450.3245951334635	0.0	638.2900000000001	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	G1,G2	Shewanella_B2R08	4-B2R08.mzML,bkgrnd-marine-broth.mzML
