USI1,USI2,SMILES1,SpectrumID,Compound_Name,CLUSTERID1,CLUSTERID2
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010122719,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:275,O=C(O)C(Cc1ccc(O)cc1)N=C(O)CN=C(O)OCc1ccccc1,CCMSLIB00010122719,3-(4-hydroxyphenyl)-2-{2-[(phenylmethoxy)carbonylamino]acetylamino}propanoic a cid CollisionEnergy:205060,325,275
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004721221,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:456,Br.COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,CCMSLIB00004721221,GALANTHAMINE HYDROBROMIDE,332,456
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004708389,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:456,O=C(O)c1cccc(C(=O)CCC2OC(n3cnc4c(O)ncnc43)C(O)C2O)c1,CCMSLIB00004708389,"3-[3-[3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]propanoyl]benzoic acid",367,456
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004698561,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:456,O=C1CCC(O)=NCCCCCN=C(O)CCC(O)=NCCCCCN(O)C(=O)CCC(O)=NCCCCCN1O,CCMSLIB00004698561,dehydroxynocardamine,537,456
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004698561,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:500,O=C1CCC(O)=NCCCCCN=C(O)CCC(O)=NCCCCCN(O)C(=O)CCC(O)=NCCCCCN1O,CCMSLIB00004698561,dehydroxynocardamine,537,500
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004698561,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:501,O=C1CCC(O)=NCCCCCN=C(O)CCC(O)=NCCCCCN(O)C(=O)CCC(O)=NCCCCCN1O,CCMSLIB00004698561,dehydroxynocardamine,537,501
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004698561,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:565,O=C1CCC(O)=NCCCCCN=C(O)CCC(O)=NCCCCCN(O)C(=O)CCC(O)=NCCCCCN1O,CCMSLIB00004698561,dehydroxynocardamine,537,565
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004698561,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:588,O=C1CCC(O)=NCCCCCN=C(O)CCC(O)=NCCCCCN(O)C(=O)CCC(O)=NCCCCCN1O,CCMSLIB00004698561,dehydroxynocardamine,537,588
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004698561,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:598,O=C1CCC(O)=NCCCCCN=C(O)CCC(O)=NCCCCCN(O)C(=O)CCC(O)=NCCCCCN1O,CCMSLIB00004698561,dehydroxynocardamine,537,598
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004698561,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:619,O=C1CCC(O)=NCCCCCN=C(O)CCC(O)=NCCCCCN(O)C(=O)CCC(O)=NCCCCCN1O,CCMSLIB00004698561,dehydroxynocardamine,537,619
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010122719,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:293,O=C(O)C(Cc1ccc(O)cc1)N=C(O)CN=C(O)OCc1ccccc1,CCMSLIB00010122719,3-(4-hydroxyphenyl)-2-{2-[(phenylmethoxy)carbonylamino]acetylamino}propanoic a cid CollisionEnergy:205060,325,293
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00010122719,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:307,O=C(O)C(Cc1ccc(O)cc1)N=C(O)CN=C(O)OCc1ccccc1,CCMSLIB00010122719,3-(4-hydroxyphenyl)-2-{2-[(phenylmethoxy)carbonylamino]acetylamino}propanoic a cid CollisionEnergy:205060,325,307
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004721221,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:293,Br.COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,CCMSLIB00004721221,GALANTHAMINE HYDROBROMIDE,332,293
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004708389,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:293,O=C(O)c1cccc(C(=O)CCC2OC(n3cnc4c(O)ncnc43)C(O)C2O)c1,CCMSLIB00004708389,"3-[3-[3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]propanoyl]benzoic acid",367,293
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004721221,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:565,Br.COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,CCMSLIB00004721221,GALANTHAMINE HYDROBROMIDE,332,565
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004708389,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:565,O=C(O)c1cccc(C(=O)CCC2OC(n3cnc4c(O)ncnc43)C(O)C2O)c1,CCMSLIB00004708389,"3-[3-[3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]propanoyl]benzoic acid",367,565
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004721221,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:501,Br.COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,CCMSLIB00004721221,GALANTHAMINE HYDROBROMIDE,332,501
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004708389,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:501,O=C(O)c1cccc(C(=O)CCC2OC(n3cnc4c(O)ncnc43)C(O)C2O)c1,CCMSLIB00004708389,"3-[3-[3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]propanoyl]benzoic acid",367,501
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004708389,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:588,O=C(O)c1cccc(C(=O)CCC2OC(n3cnc4c(O)ncnc43)C(O)C2O)c1,CCMSLIB00004708389,"3-[3-[3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]propanoyl]benzoic acid",367,588
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004721221,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:307,Br.COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,CCMSLIB00004721221,GALANTHAMINE HYDROBROMIDE,332,307
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004721221,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:500,Br.COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,CCMSLIB00004721221,GALANTHAMINE HYDROBROMIDE,332,500
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004708389,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:500,O=C(O)c1cccc(C(=O)CCC2OC(n3cnc4c(O)ncnc43)C(O)C2O)c1,CCMSLIB00004708389,"3-[3-[3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]propanoyl]benzoic acid",367,500
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004708389,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:619,O=C(O)c1cccc(C(=O)CCC2OC(n3cnc4c(O)ncnc43)C(O)C2O)c1,CCMSLIB00004708389,"3-[3-[3,4-dihydroxy-5-(6-oxo-3H-purin-9-yl)oxolan-2-yl]propanoyl]benzoic acid",367,619
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006678412,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:139,C(CCNCCCN)CN,CCMSLIB00006678412,SPERMIDINE,115,139
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006122548,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:50,Cc1cnc([nH]c1=N)O,CCMSLIB00006122548,5-Methylcytosine - 40.0 eV,51,50
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125396,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:48,Cc1cnc([nH]c1=N)O,CCMSLIB00006125396,5-Methylcytosine - 40.0 eV,47,48
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006122548,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:48,Cc1cnc([nH]c1=N)O,CCMSLIB00006122548,5-Methylcytosine - 40.0 eV,49,48
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006122548,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:50,Cc1cnc([nH]c1=N)O,CCMSLIB00006122548,5-Methylcytosine - 40.0 eV,49,50
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006125396,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:50,Cc1cnc([nH]c1=N)O,CCMSLIB00006125396,5-Methylcytosine - 40.0 eV,47,50
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00013024577,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:250,Nc1c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2ncn1,CCMSLIB00013024577,adenosine,239,250
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00013024577,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:256,Nc1c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2ncn1,CCMSLIB00013024577,adenosine,239,256
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012839796,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:364,CN(C(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12)C1CCOC1,CCMSLIB00012839796,Z1145039212,321,364
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012839796,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:136,CN(C(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12)C1CCOC1,CCMSLIB00012839796,Z1145039212,321,136
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012839796,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:208,CN(C(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12)C1CCOC1,CCMSLIB00012839796,Z1145039212,321,208
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012839796,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:438,CN(C(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12)C1CCOC1,CCMSLIB00012839796,Z1145039212,321,438
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683859,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:28,C1=NC2=C(N=CN=C2N1)O,CCMSLIB00006683859,HYPOXANTHINE,97,28
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683859,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:96,C1=NC2=C(N=CN=C2N1)O,CCMSLIB00006683859,HYPOXANTHINE,97,96
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012870537,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:233,CC(C)(C)C(NC(=O)C1CC=CC1)C(=O)O,CCMSLIB00012870537,"2-(Cyclopent-3-ene-1-carboxamido)-3,3-dimethylbutanoic acid",211,233
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012870527,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:233,CC(C)(C)C(NC(=O)C1CC=CC1)C(=O)O,CCMSLIB00012870527,"2-(Cyclopent-3-ene-1-carboxamido)-3,3-dimethylbutanoic acid",212,233
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012870527,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:235,CC(C)(C)C(NC(=O)C1CC=CC1)C(=O)O,CCMSLIB00012870527,"2-(Cyclopent-3-ene-1-carboxamido)-3,3-dimethylbutanoic acid",212,235
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012870537,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:235,CC(C)(C)C(NC(=O)C1CC=CC1)C(=O)O,CCMSLIB00012870537,"2-(Cyclopent-3-ene-1-carboxamido)-3,3-dimethylbutanoic acid",211,235
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005883950,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:181,N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O,CCMSLIB00005883950,D-TRYPTOPHAN - 70.0 eV,194,181
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00016350731,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:227,COc1ccc(CN[C@H](C(=O)O)[C@@H](C)OC(C)=O)cc1,CCMSLIB00016350731,o-acetyl threonine_p-Anisaldehyde (known isomers: 0; isobaric peaks in run: 5),251,227
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003135898,mzspec:GNPS2:TASK-5d7dd02dcfa04e059be6022795cd4a36-nf_output/clustering/specs_ms.mgf:scan:224,C1CC(N(C1)C(=O)C2CCC(=O)N2)C(=O)O,CCMSLIB00003135898,Spectral Match to PyroGlu-Pro from NIST14,210,224
